Reviewer,Review,Rating,Expense,Type
Kishor Unnikrishnan,There was a time when I use to visit this place every alternate. When they had two shops one to serve and one to cook. They use to serve the quality food and amazing taste. Now after two years I visited this place I was totally …,1 star,moderate,Mughlai restaurant
Pankaj Mane,It has both inside and outside dinning. It is always better to sit inside. Because outside dinning is close to road. Already too much pollution outside. Food is nice. Who loves to eat NON VEG this place is for you. So many options available. Not so costly.,4 stars,moderate,Mughlai restaurant
Godfrey Gomez,"The set up and decor is good. Each table is inside curtains so you get a sense of privacy. Great for family and friends.
The food is great and tasty. We ordered Murg Musallam along with some starters …",5 stars,moderate,Mughlai restaurant
Chowdhary Sami,"Good quality food and ambiance is nice.
In Nerul Ahmed bhai is the best.",5 stars,moderate,Mughlai restaurant
rahul sherkar,"Don't think about cost and menu. But iska main course khaoge na to pet me 100% taklif shuru hogi ratme...I am suffering from this and special thanks to ""CHICKEN TIKKA MASALA""  don't ever try it. Only garam masala things",1 star,moderate,Mughlai restaurant
Beena Kapadiya,"I went to this restaurant with my family. A nice place for dining with family and friends. The service is quick, the staff is polite. Good ambiance, looks clean, the food is good worth the rates. The quantity and quality are standard and have never dettered. I have ordered home as well as visited the place many a times.",4 stars,moderate,Mughlai restaurant
Paras Tomar,"The restaurant served both Veg and Non Veg.

The best and best seller is I bet you MURGMUSALLAM. …",3 stars,moderate,Mughlai restaurant
rithik sharma,Food was really superb quality nice houspitality,5 stars,moderate,Mughlai restaurant
Mahesh Arote,Ahmed Bhai's Biryani and Khapsa is one of the best in Navi Mumbai. The taste is simply amazing.,5 stars,moderate,Mughlai restaurant
Finny George,Been a huge fan of this restaurant for a long time now. The vast menu options will have your taste buds going crazy. Unfortunately my phone's data got deleted and so I have nothing to support my review. But Ahmed Bhai's a must try with your loved ones.,5 stars,moderate,Mughlai restaurant
Rency Daniel,Ordered mutton lazeez and paneer tikka masala.. Both were good but very very oily..ambience is nice but always a lot of waiting...,4 stars,moderate,Mughlai restaurant
Mahesh Chavan,The taste is one thing where this restaurant never compromised! Been enjoying the delicacies here for last 7-8 years. The serving person suggest you nice dishes depending on the crowd and no of people. Taste is fabulous so the service is.,5 stars,moderate,Mughlai restaurant
Mazhar Shaikh,"Unfortunately it is expensive compared to its quality of food and services provided. I don't understand the reason behind its prices being exorbitant, where as it is just a casual dining joint. Though they have tried to be professional and …",1 star,moderate,Mughlai restaurant
CHANDRAKANT SAKPAL,"Excellent Food Experience in Month Of Ram
dan...",5 stars,moderate,Mughlai restaurant
Sunay Sawant,"This place is just heaven for non veg people. All the cuisines are amazing and equally delicious. I have been visiting place since my college days. And we all fall in love with this place, food and environment. Interior is outstanding, …",4 stars,moderate,Mughlai restaurant
Sunit Mhatre,"Nice ambience. Good food. One of the best non veg kitchens. I've been visiting this place for atleast 7 years. Trust me, they serve best Murgmusallam in the city. Must try.",5 stars,moderate,Mughlai restaurant
Salman Sayed,The food available here is good not that great. The place is simply hyped as you don't have much restaurants that serve authentic Kebab's in Navi Mumbai. The wait time is often high as people just want to suffice their desire to get enough for what they've spent.,3 stars,moderate,Mughlai restaurant
Krittika Mondal,Ahmed Bhai used to be our favourite place to order from about 7-8 years back. Went to dine-in there for the first time and I loved the Ambience. The place is very thoughtfully decorated and gives privacy to individual tables (at least the …,3 stars,moderate,Mughlai restaurant
Arun negi,Chicken Biryani is best or you must should go this place,5 stars,moderate,Mughlai restaurant
TEJAL KADAM,"The food - no complaints (I've tried a variety of things from there and still keep going back to it)
Ambience is not like one of those classy restaurants but is sort of nawabi and best part is privacy to every table with curtains.",5 stars,moderate,Mughlai restaurant
Suraj S Wani,"Not meet expectations , Check food well cooked or not before starts eating. Mutton probably not cooked and marinated. Chicken pieces not cleaned FAT remained on it. Bit expensive as well",1 star,moderate,Mughlai restaurant
atish khodke,"They didn't take proper reservation system,
Ambience was not good,
Staff not able to give you proper guidence about food they mostly talk about …",1 star,moderate,Mughlai restaurant
Purvesh Shah,We have one of the best Meal for our Anniversary today ..whole family loved it,5 stars,moderate,Mughlai restaurant
Sangeeta Thapar,I have ordered for butter chicken and tandoori chicken both were not freshly cooked properly....it was chewy and was not smelling good,1 star,moderate,Mughlai restaurant
noorin sonde,"Worst pahadi tandoori and afghani tandoori totally tasteless like boil chiken only the colour
change  there is smell in shezwan rice there  is no chicken  only chicken skin …",1 star,moderate,Mughlai restaurant
arafat rasool,"The food was excellent. We had manchow soup , chicken roll, mutton chaap, chicken peshawari and chicken kokiwada fry. The guy serving was very polite and quick. All in all a great experience",4 stars,moderate,Mughlai restaurant
Bikram Chaurasia,Awesome place to hangout with family and friends tasty food love to visit again,5 stars,moderate,Mughlai restaurant
Aditya Mooley,"Great food. Chicken Peshawari is a must try. Surprisingly vegeterian food was also good.
Ambience is unique with private sections which easily accommodate 6 people. They …",5 stars,moderate,Mughlai restaurant
Vasim Farooqui,"Good place for mughalai dishes,
I tried chicken crispy, fish boom boom
And mughali chicken kepsa it good.",4 stars,moderate,Mughlai restaurant
Neeladri Somadder,"Really really loved this place. If I visit Mumbai again, I'll make sure to have a meal here at least once.
The place it not so huge, but it is very neat and clean, decent ambience and …",5 stars,moderate,Mughlai restaurant
Somsuvra Ghosh,Very well cooked meat be it Chicken malai kabab or chicken seekh kabab with soft rumali roti.. the ambience was great as if u r in gulf country with curtains and private coup.. All in all a great experience to have with your family.,5 stars,moderate,Mughlai restaurant
Aston Rodrigues,"Ahmed bhai is one of the best hotels out there.The food taste is just superb.It feels and looks good from inside and they provide best service.I was with my family and had ordered chicken tandoori,keema fry,chicken fried rice,chicken …",5 stars,moderate,Mughlai restaurant
Radhakrishnan P.,"I'm vegetarian and I get confused looks every time I ask for vegetarian dishes. The menu has a few veg dishes in it but only one or two may actually be available. Food is delicious though and I love the desserts, especially jalebi.",3 stars,moderate,Mughlai restaurant
MOBIN AHMED,"It is having a nice ambiance with separate cabin sitting arrangement. Food ordered was one veg biryani and three chicken biryani. it was having nice flavour specially chicken biryani. Veg biryani was good, only it was having more oil, which …",4 stars,moderate,Mughlai restaurant
Jaymon James,Place is overcrowded and therefore we had to wait for almost 40 minutes before we could get seat inside.  Moreover service is also to slow. …,5 stars,moderate,Mughlai restaurant
Kushal Patil,"We went with group and food was delicious but next day all started with loose motions and vomitting. Seems food was not at all hygienic.
Also waiter who was taking order was very rude.
Never going again in this place.",1 star,moderate,Mughlai restaurant
parveen shaikh,Today on eighth Ramzan I visited this place there was a waiting of 4 to 5 after one hour I got this table I order mutton seekh and Paratha that was up to mark after that I order Pahadi kebab that was also up to mark.and bheja masala fry was …,3 stars,moderate,Mughlai restaurant
Aishwarya Lokhande,It's just wonderful place for Non-vegetarian.. It's has an delicious tast❤.. I just loved it alot.. Dum biriyani is just awesome here... The test is and the fragrance is completely different from other restaurants. People should visit it …,5 stars,moderate,Mughlai restaurant
Shubham Mohite,Ahmed Bhai is one of the best hotels in Nerul and its pretty affordable too...they provide good service and serve variety of dishes.. always enjoy dinning there.,5 stars,moderate,Mughlai restaurant
Jagdish Pandey,"Had this amazing soul satisfying chicken murg mussalam and is a recommend food, the taste,the garnishing and with butter naan this is nothing less than heaven.
The ambience is also very good as you can have your personal sitting, …",5 stars,moderate,Mughlai restaurant
Afaq Ahmad,This place is a must visit I must say. A heaven for foodies. They have so many varieties of dishes I haven't found so many options ever under one roof. I went with my 8 friends. This is how it went. …,5 stars,moderate,Mughlai restaurant
Uday Patel,Good variety in non veg food at reasonable rate. Separate compartments are made for private dining especially for family and couples. …,2 stars,moderate,Mughlai restaurant
Omkar Singh,"Had visited this place on my way back to pune. One of my friend suggested this place for good non veg specially shawarma roll and gulabjamun with rabri. But when dine in, some fresh smell of good food was there and hence end up having …",5 stars,moderate,Mughlai restaurant
Ashish Wadiwa,A nice place to have mouth watering mughali dishes in Navi mumbai or mainly in nerul at least . …,4 stars,moderate,Mughlai restaurant
360 Bike & Car care Seawoods,"This restaurant was actually very good initially, but as time has passed by these guys have spoiled the food taste and quality both. Earlier I used to visit this restaurant every 15-20days for once, but not anymore because of the bad food taste. Now, only a very few dishes are left which are still very good right here.",3 stars,moderate,Mughlai restaurant
Mehul Solanki,Good restaurant with good taste only on Saturday and Sunday you can expect delay in service but taste wise yes you can try it with family friends and huge group,4 stars,moderate,Mughlai restaurant
Random Contentzz,It used to be a good place 2 years ago.. was one of my Favorite places... Visited last 2 times.. the Tried Bheja fry and chicken bhuna.. bheja fry smelled and tasted very.. it wasn't my first time there...on my last visit order mutton bhuna …,1 star,moderate,Mughlai restaurant
Rajdeep Dey,"Visited on 22nd of Oct, ordered bheja and chicken tawa fry, the masala was not cooked well, it was like having a raw masala, the food quality has significantly reduced...",1 star,moderate,Mughlai restaurant
Rohitt Malhotra,"A place with history of great muglai/Arabic food is losing it's shean. The restaurants have a peculiar unpleasant odour and the food does not taste the way it used to. The chicken shawarma was dry and overtly spicy, the fries served with the shawarma were old and cold.",2 stars,moderate,Mughlai restaurant
Afaque Pathan,This is a good place to have mughlai dishes. We love their kebabs The ambience is amazing with privercy. Located on good location. We have tried their Chinese as well which was upto the mark. So as far as we have tried we liked the each and …,5 stars,moderate,Mughlai restaurant
Ashish Gore,Good place for tandoor and moghlai dishes. Especially chicken kebabs. Fast service. Nice staff. Parcel services are more popular than in house.,4 stars,moderate,Mughlai restaurant
Ms Cheryl,"this place is a bit over rated according to me. dont get me wrong, let me tell you the food is good. i had no issues with it. the seating arrangement is good for large groups. but i was not happy with the look and feel of the interiors. it …",3 stars,moderate,Mughlai restaurant
Mohamed Ansar,Its been Nerul's favourite Mughlai joint since more than a decade now!,5 stars,moderate,Mughlai restaurant
Sameer Jathar,Absolutely awesome place..... tasty food specially all kabab dishes are brilliant..... service is good and fast.... always crowded so plan accordingly,5 stars,moderate,Mughlai restaurant
Tejas Narvekar,Delicious food. For non vegetarians especially this place is a must!!! The ambience is very soothing and proper sanitization is done. The Murg mussalam and the Chicken Matka are one of the best main course options you can choose. And the Chicken malai kebabs!. Do visit for some finger licking experience,4 stars,moderate,Mughlai restaurant
Aafrin Shaikh,Good food with private space. Reached there by 10.45 pm and waiter was very hasty and semi rude. …,4 stars,moderate,Mughlai restaurant
Tanvi Parkar,"Today i visited Ahmed Bhais Bry and Dry. The quality of non veg food is amazing, food presentation was quite attractive and the service was also good. The best part is you can get privacy here while enjoying food with friends or family. I had Malai kulfi falooda and Afghani biriyani. You should try it once. :)",5 stars,moderate,Mughlai restaurant
Sujeet Acharya (LooseGravel),i don't have the pictures of the same but this is a good joint for non veg food. It is bit pricy but food taste is very good. …,5 stars,moderate,Mughlai restaurant
Firoz Km,"This restaurant is near by my place and I often order and dine here, they never disappointed me ever, few months back they have problems with biryani, but now a days biryani is too good, specially chicken Tikka biryani.i recommend this …",5 stars,moderate,Mughlai restaurant
PRITAM SAMANTA,Food preparation is nice but it's quite expensive if you go alone. I will recommend to go either with your family or with friends.,5 stars,moderate,Mughlai restaurant
SriHarsha A,"Pick anything from their non veg menu, you will like it. Kalimiri kababs are awesomely tasty, service is on time, biryanis are superb. Try it on a hungry day, you will never forget this place.",4 stars,moderate,Mughlai restaurant
Fayyaz IM,Order chicken baida roti and mutton baida roti.  Mutton sheek.  Order malpua and rabri as last dish.   Chicken baida roti bad taste not cooked properly. Mutton baida roti was not catching the ingredient.  Only good item was mutton sheek and …,1 star,moderate,Mughlai restaurant
Bipin Roy,"Had multiple food, the taste was good",4 stars,moderate,Mughlai restaurant
Alrin Raj,"Went here with my sister, brothers and friend. Nice outlet. Offerdable prices. New dishes in non veg. Not like some tratational food. Just like dumbbriyani, special briyani. Everything is new flavour. Then combos available. 6 to 8 serving briyanis available. Washroom and car parking available.",5 stars,moderate,Mughlai restaurant
Supriya Singhal,"If you are looking for mughlai food at its best, this is  place to go. Ahmed Bhai has crazy variety for mughlai and Afghani food.
The rumali rotis are soft and to kill for and a personal favorite at his place …",4 stars,moderate,Mughlai restaurant
Shazly Sayed,Went there twice and both having been invited for wedding functions. The food was okay the  first time and the biryani not good the first time. The entrees were good and the chicken tikka and Chicken Manchurian were good. Seating is quite …,4 stars,moderate,Mughlai restaurant
saurabh bhandwalkar,"Love there butter chicken and rumali roti.
Had orderd cheese kabab for starters which wasnt good nd very dry so stay away.",4 stars,moderate,Mughlai restaurant
Miren Kapadiya,This place is good for non-veg lovers.the food quality is good and its taste good too food presentation is good as well and best part is that you can get a privacy here while ypu enjoy your food with family pr friends. As they have rable …,4 stars,moderate,Mughlai restaurant
Mohan Gowda,"Very much slow service
Staff is not attentive",1 star,moderate,Mughlai restaurant
Ashit Paul,We ordered 2 nos chicken dum biriyani. Taste was not good. No aroma no fried onions. Just like any road side biriyani.,1 star,moderate,Mughlai restaurant
Akhil Adekar,"This place is one of the best place for non veg lovers.. U have different and private sections for each family or group.. The taste is to delicious. You get hahal meat here must try is butter chicken. The ambiance is class apart, but the service is slow and mostly this place is on waiting",5 stars,moderate,Mughlai restaurant
Synomous P,"Last evening went to dine at Ahmed Bhai restaurant, Nerul  with my family. Ordered Chicken & Mutton dum biriyani. Had good or bad quality food before in several good or so so restaurant, but the biriyani we taste at this place the worst I …",1 star,moderate,Mughlai restaurant
amol ikhe,Best Mughlai restaurant I have ever visited.,5 stars,moderate,Mughlai restaurant
Arati Gupta,"awesome mutton biryani and banjara chicken.
great ambiance. great service",5 stars,moderate,Mughlai restaurant
Abhijit Bagade,One of the best food restaurant in nerul navi mumbai. Try the butter chicken and chicken dum biryani. Simply delicious. And in the month of ramadan they serve various chicken and mutton delicasies on stall outside the restaurant. My fav is kaadi chicken and baida roti. Worth goin during ramadan as well as throughout the year,5 stars,moderate,Mughlai restaurant
umesh soni,Must have bhuna mutton and mitton biryani,2 stars,moderate,Mughlai restaurant
Ashish Tandel,Rumali roti and murg musallam is great,4 stars,moderate,Mughlai restaurant
Satyajit Kandar,Very good restaurant for nonveg food lovers,5 stars,moderate,Mughlai restaurant
Chandu,"Worst iftaar I had today. The shahi tukda was very bad I felt like vomiting so I have thrown it.
All iftar items are very expensive not worth to buy.
It's very expensive and totally waste of money.",1 star,moderate,Mughlai restaurant
Pratik Giri,"Ambiance was good. Service was good.
But the food ordered was not that tasty.
We ordered Chicken Tikka Biryani. …",3 stars,moderate,Mughlai restaurant
Ruben Pereira,"Ordered Chicken Biryani and chicken lasun tikka from counter which after opening we found quantity of food was less and quality which was earlier was not good that too for Rs 700 there was no chutney with chicken biryani,Not happy with food",1 star,moderate,Mughlai restaurant
Ashwin George,"Went there in the evening around 9. Had to wait for an hour and half to get a table.
No prior reservations allowed. Staff was very good. But they seemed really busy. …",4 stars,moderate,Mughlai restaurant
Varun Narang,A awesome place where hunger gets Satisfied  with pleasure of good taste . Especially the panner tikka with Rumali roti are jut yummmmm. Not just food but you will end up the meal with some delightful deserts ..i would suggest you to try the malai kulfi Faloda . Just a unforgettable experience!!,4 stars,moderate,Mughlai restaurant
Omkar Mane,Awesome ambience fanstic food,5 stars,moderate,Mughlai restaurant
Riyaz Kapadia,"All in all it was a nice place a very good environment all together, but I was expecting  little more attention from the staff, no doubt they were kind enough, but we had to call them again & again for different orders. But felt good to visit the place, not bad",4 stars,moderate,Mughlai restaurant
Vighnesh Todankar,The experience was very good.....i went there for the first time Nd it was really pleasure going there Nd experience something new......the service was very good Nd even the taste. I had ordered dum biryani it was very delicious both …,5 stars,moderate,Mughlai restaurant
Prashant Dubey,Iittle expencive but Food is very tasty,5 stars,moderate,Mughlai restaurant
Sumit Pannamwar,Very bad service.gravy dishes are not good.waiters are not that fast in service.we have to call them too many times.but starters are quit good.,1 star,moderate,Mughlai restaurant
Hrishikesh Bhosale,"One of the worst experience I ever had at any restaurant! I don't even want to give 1 star but that's least minimum unit. When I asked for onions the waiter literally said,""godam se lana padega"" (had to bring it from godown) food was also …",1 star,moderate,Mughlai restaurant
Kedar Tipnis,One of the most sumptuous restaurants for moghlai food in New Bombay. It easily beats some of the best in South Mumbai in taste. …,5 stars,moderate,Mughlai restaurant
Ashish Shinde,"Good place for non veg lovers sans the service time.
The chicken tandoori n tikka was good but was greased too much too give it a typical glaze. …",4 stars,moderate,Mughlai restaurant
Nahid Siddiqui,"One of the best restaurant of mumbai , food is simply superb and ambience is unique with shamiyana and dastarkhwan seating which gives you privacy while dining. …",5 stars,moderate,Mughlai restaurant
Gurpreet Kaur,The dishes we ordered just dint match our taste. May be the salt was less or the masalas.. don't know exactly but none of the 3 items were worth remembering or recommending to a friend.,2 stars,moderate,Mughlai restaurant
Amitesh Das,"I really loved the food more than the ambiance. The service is faster when you home deliver than you order in the restaurant. On the other hand, really nice food which is reasonably priced. Just a little steep pricing. Really love the Royal Chicken, and the butter naan.",4 stars,moderate,Mughlai restaurant
Sarfaraz Momin,Horrible tandoori chat containing very hard tandoori chicken with date and tamarind paste and slight curd on it overtaking all the tandoori flavor. Chicken koyla was the worst gravy I had ever at Ahmed bhai or any other place. I have had …,2 stars,moderate,Mughlai restaurant
Anup Jadateli,"Food was delicious. Try anything all are at its best, quantity will be more for starters. Must try the Turkish kunafa 😋 …",5 stars,moderate,Mughlai restaurant
sachin kalyan,Good test is awesome.... Many mughlai options of chicken r there... Nice experience.,5 stars,moderate,Mughlai restaurant
sohail ansari,"Awesome food and interior... Good place for family and friends.... If you want to have a wonderful dinner or even Lunch.... You can go to this restaurant... But some of the meals are ok, not that great... But nice...!
A recommended restaurant in my opinion.",4 stars,moderate,Mughlai restaurant
Hitesh Patel,"Superb, muglayi restaurant.
Pleasant ambience
Best food
With mitha paan",5 stars,moderate,Mughlai restaurant
kamal kumar,Food quality and service is excellent,5 stars,moderate,Mughlai restaurant
ajit roy,It's a family fine dine. I visited this ahmed bhais with my family for dinner as it was my mom's birthday. The staff was very friendly. They also got my mom a birthday cake after we finished our food which was a really nice gesture. I would totally recommend this place.,5 stars,moderate,Mughlai restaurant
KVR LIKITH KUMAR,Loved the food. I tried Non-Veg for the first time... It was too yummy. Fantabulous. Must Visit Restaurant in Navi Mumbai.,5 stars,moderate,Mughlai restaurant
Mohammed Altamash Mohammed Suleman Khan,"Great Experience , Food was delicious. If you visiting on Weekends you might face waiting . Quiet expensive (Single food item like butter chick + Roti +   coldrink) can cost you upto 450 - 500",4 stars,moderate,Mughlai restaurant
Yakeen Khona,Great food great staff . Awesome place for non veg lovers although they have a good veg menu as well💯 …,5 stars,moderate,Mughlai restaurant
Parijat Punj,"We had Afghani Tandoori Chicken and Chicken seekh...
Chicken seekh was superb
Afghani Tandoori Half chicken had leg piece(juicy and good) and breast piece(not so great, looking frozen)",5 stars,moderate,Mughlai restaurant
Gurvinder Ghai,One of the best food destination for Mughlai lovers specially try for keema Pav best in taste and class. The whole interior was done by the owner itself which shows his passion in this field. Appreciated what you do for your customers cheers,5 stars,moderate,Mughlai restaurant
Rahul Bhatnagar,"Food is actually good at a very reasonable price but the ambiance is not that great. They have a very small area, so, at times it becomes too crowded and noisy that yoh wouldn't be able to sit and eat in peace. …",4 stars,moderate,Mughlai restaurant
Dr. iqbal tirmizi,"Very tasty Mughlai dishes, a heaven for non VEG delicacies, in NAVI MUMBAI, though place is Not big,but quite nice, there was floor sitting arrangement earlier, everything in Indian dishes are very delicious but Plz Don't try KUNAFA or such.",5 stars,moderate,Mughlai restaurant
Vasant Narayanan,"One of the best places for Mughlai food - might be a tad too greasy but this is not a fancy fine dine restaurant. Very local Street feel but incredibly tasty food! Recommended dishes are reshmi paratha, butter chicken, mutton baida roti, tangdi, biryani. Etc.",5 stars,moderate,Mughlai restaurant
Darshan Patil,Awesome food... A1 non veg food. specialy Tandoori chicken...,5 stars,moderate,Mughlai restaurant
Kajal Thakur,"Very pathetic service , the food served was cold and Pre plated , not worth a single penny",1 star,moderate,Mughlai restaurant
Namrata Phatak,"The food taste was good. Staff was bad or you can call it worst. Was playing around but did not give the order on time. We had ordered 30 min before we reach the location, when we reached the order was ready but the serving person took another 30 min to serve cold food.",1 star,moderate,Mughlai restaurant
Abhinav Sinha,An awesome place to hangout with your family and friends. Foods with good quality and taste at affordable price. I had my Afghani Biryani and enjoyed a lot. You should try this here once...✌️✌️,5 stars,moderate,Mughlai restaurant
Zaid Iqbal,"Ordered three items .. two of which were on the menu but no longer available (as the waiter said)
Told the manager who didnt care about the situation .. …",1 star,moderate,Mughlai restaurant
Joseph Fernandes,The quality of their signature dishes like mutton tawa pulao and mutton bhuna has deteriorated considerably. Quality of service is lacking as well. Their air conditioning needs to be better as well.,2 stars,moderate,Mughlai restaurant
Muzammil H. Shaikh,"Restaurant - Indian, Chinese food served
Good for dine alone, small group
Quantity of served food is good …",4 stars,moderate,Mughlai restaurant
Shahbaz Shaikh,"Been there many times, good for family and friends,  the food is great, I like Chicken Mughlai Khapsa a lot, everytime we visit, the Chicken Mughlai Khapsa is one of the dishes that we order it's a must try dish and the Rabri Malpua is also good. We'll visit in the future as well",5 stars,moderate,Mughlai restaurant
Samah Rumani,Tough the dishes might taste good but the serving staff is very arrogant. Before even finishing our food they quickly ask what's next..I didn't even completed my dessert they said to pay my bill..like dude we are paying so much and u are …,1 star,moderate,Mughlai restaurant
sagar nadkar,"Pathetic place ,poor service, bad food quality,
They searve biryani in name of kepsa😞😑😑 …",1 star,moderate,Mughlai restaurant
Bimal Kapadiya,"This place will never disappoint you... All time favourites .. Had taken parcel for paneer lava,paneer bhuna, Dum biryani.. It was delicious and the quality was also good. Do visit this place you will love it. If you wish you visit the restaurant on weekend days  I suggest this restaurant is Ahmed bhai 's bry & dry .",5 stars,moderate,Mughlai restaurant
mohit pimple,"Must visit if you want to enjoy Mughlai Food.
If you pre order one day before then there are many special dish to taste",5 stars,moderate,Mughlai restaurant
aqib shaikh,Foods are good but if you sir out side you will get worst 👎 service. …,4 stars,moderate,Mughlai restaurant
FAR Siddiqui,"great mughlai food.
their starters & main course are all delicious but avoid weekends to visit this restaurant as due to rush they fail in serving tasty food.
the desserts are not worthy.",5 stars,moderate,Mughlai restaurant
vikrant thakur,"Good place, we enjoy dinner here, near to nerul railway station. Two shop are there. Best non-vegetarian items are serve here. Lot of variety available here. Very old shop. Parsal facility are also available their. Nice to have dinner from there.",4 stars,moderate,Mughlai restaurant
sajid ghare,"Food taste was not as per the price... It is bit expensive hotel.
Starters are good...
Service is little slow...",3 stars,moderate,Mughlai restaurant
Javed Inamdar,Very bad taste. Dont go to this place.watse of money,1 star,moderate,Mughlai restaurant
Ashutosh Srivastava,"A go-to place for a non vegetarian. One of best food points in Navi Mumbai. We often called it Navi Mumbai's ""Md. Ali Road"" in our friend circle.",4 stars,moderate,Mughlai restaurant
Rajendra Shetty,"The worst biriyani I ever had.

They served dry chicken and steam rice in the name of chicken biryani, the …",1 star,moderate,Mughlai restaurant
Divyesh Vajratkar,Great taste . Delicious is what it is.Worth to every penny u spend. Awesome baida roti. Tikka biryani. Bheja etc. Jus only reason I din gave 5 star is u have to give whole order together. Starter main course everything and all that comes together.,4 stars,moderate,Mughlai restaurant
ANKIT SABNIS,"Its quite cool place i have tried tandoori and afghani biryani here ,absolutely delicious ,very good taste value for money ,good  quality as well as quantity . Grt flavours . Give it try once",4 stars,moderate,Mughlai restaurant
Faizan Ansari,"Ambience is very good but the food taste is not that much we can crave for. may be we done mistake for the orders, I'll try some different dishes next time.",3 stars,moderate,Mughlai restaurant
Saud Ali Shirgaonkar,Excellent Khabsa Rice. Sizzlers were tasty too.  Interiors could have been a little better.,4 stars,moderate,Mughlai restaurant
Meghashree Agadi,"The food is really good.
It is purely for non vegetarian.
Variety of options in menu.",4 stars,moderate,Mughlai restaurant
Shuaib Wagle,"Great place to dine with family and friends..!! Awesome food and service. Must try Afghani Tandoori, Chicken Boom Boom, Al-Baik Fish and of course Turkish Kunafa!! This place is hidden from town n if you are a food lover then Would suggest Mumbai to visit this place!!",5 stars,moderate,Mughlai restaurant
ranganathan iyer,"Very good place for hard core Non Vegetarians.
Located very near to Nerul station
Went with college friends Long time back …",4 stars,moderate,Mughlai restaurant
Paul,Ahmed Bhai's is located opposite Nerul (east) police station. This place is not very far from Nerul station 5min walk towards seawood station direction. …,4 stars,moderate,Mughlai restaurant
Vivek Khedekar,Overpriced but tasty food. Do try it if you are high on pocket,3 stars,moderate,Mughlai restaurant
Shivani S,"AMAZING ambiance and GREAT Mughlai food! Surely the best restaurant in the entire Navi Mumbai, Mumbai and Thane district/ region! Will definitely recommend every non-veg lover to try out this place..",5 stars,moderate,Mughlai restaurant
Gulab Kapadiya,"Nice place to go with family and friends. This is really a good place to visit.food presentation is good as well  and best part is that you can get a privacy here while you enjoy your food with family or friends.reasonable price.cleanliness is observe,in short a perfect restaurant for non vegetarians.must visit...",5 stars,moderate,Mughlai restaurant
Kalim Khan,"A perfect family restaurant,with privacy and good ambience. Food is mouthwatering and top class. I always enjoyed here , Ahmed Bhai's Bry and dry never dissatisfied me.",5 stars,moderate,Mughlai restaurant
Nuaman Bondare,It's always a great experience to visit Ahmed Bhai's. Today was quite unusual. The staff was a little laid back today otherwise the food and the service was good,4 stars,moderate,Mughlai restaurant
Poonam Gaikar - Singhal,"Worst food I have ever eat, somebody tell me I ll get awesome food but I disappointed .
I have orderd  the famous malpoha with rabadi , kali miri chiken and some gravy …",1 star,moderate,Mughlai restaurant
Rahul Bamne,"Can't praise this place more, good place to eat mughlai food. Interior is good according to the expense of the restaurant. …",5 stars,moderate,Mughlai restaurant
Navin S Goyal,"The place wasnt worth a single penny. First of all it was friday so it was supposed to start a bit late so we were ok to it. Then the guy told us he needs to offer namaz and hence he will allocate another guy for taking orders, that was …",1 star,moderate,Mughlai restaurant
Ganesh Damiwal,The best place to have non veg. Restaurant has a very nice ambiance and  Great food at a great price! Love the chicken lollipop tandoori well as the salads. Love this place!,4 stars,moderate,Mughlai restaurant
Alka Vijan,Some great mughlai dishes to try here...have been here many times and will continue coming as the quality as well as quantity is too good! Reasonable price..shamiana Ambience which seems great and comfortable!,5 stars,moderate,Mughlai restaurant
chandraguptha rajah,"It is a well recommended for chicken briyani and  tandoor chicken    The way , the cleaning of chicken was  seen by me accidentally, it is ok but of the quality people talked about in the internet.  Prices  wise is ok , not much cheap.
Try once",4 stars,moderate,Mughlai restaurant
Farhan Dhanshe,Mutton Haleem during Ramadan is mouthwatering,5 stars,moderate,Mughlai restaurant
Piyush Pilare,"Didn't have a good experience.
Please serve the tastier food for the cost you charge.
Khichdi would taste better than the Chicken Dum Biryani you served.",1 star,moderate,Mughlai restaurant
Atul Mane,Fantastic and very tasty chicken,5 stars,moderate,Mughlai restaurant
Lubna Memon,"The fish Al baik was excellent...chicken Lebanese tikka was good ..the boom boom chickgryn was nice but too spicy...mutton fry was average
N again spicy.meat was too chewy..mutton biryani totally lacked lustre..would never have a biryani there again....service was good..Sunday night 119.30 pm n no place to sit....",3 stars,moderate,Mughlai restaurant
Kedar Gokhale,"It has shamiana type compartments which gives you good privacy. But the ambience is dull. The curtains are dirty. So overall its no welcoming.
Tastewise, most food items has same taste and not so tasty.",2 stars,moderate,Mughlai restaurant
Rishabh Sawant,Pricing is too high as compared to the taste not really worth the price. Quantity is decent 2 people can eat one plate of biryani.,3 stars,moderate,Mughlai restaurant
Irfan Abdul,Raan biryaani is it's speciality. You have lot of Arabian cuisine options here. But it's bit on expensive side when compared to nearby similar kind of restaurants.,3 stars,moderate,Mughlai restaurant
Musa,Worst food service.  Their quality is degraded day by day. The worst chicken chilli I had.   Served with chicken Tikka pieces in Chinese. More over the quantity is like one forth empty.,1 star,moderate,Mughlai restaurant
Nishant Shinde,"Chicken kalimiri was yummy..
Really disappointed by chicken dum biryani as the biryani had very little masala and also lacked taste with just 3 pieces of chicken.. Never ever order chicken …",3 stars,moderate,Mughlai restaurant
chetan patil,"Good moghlai non veg food

Seating arrangement is exceptional. …",4 stars,moderate,Mughlai restaurant
