"rev_id","rest_id","rev_rating","review_text","is_local_guide","reliability_score","sentiment_score"
1671,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","1.0","Ghatiya food hai mat khana test khuch nahi hai use acha shop ke samne vada pav ki gadi hai vaha se kha lo uska test acha hai",False,11,"0"
1672,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","The best shop ever in ghansoli for everything Snacks  dinner  Drinks in affordable price  Taste is Superb yummmyyy Chicken Burger  sweet n simple taste  chicken Paratha is something Unique they have",False,2,"1"
1673,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","2.0","Food is ok however service is pathetic Their delivery time for any food item is over 15 hrs to a building 500meters from the hotel Dont order from them if you need food delivered quickly or on time",False,8,"-1"
1674,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","Good food quality and value for money and hunger as well",True,10,"1"
1767,"ChIJk6ULw8DB5zsR3357fLOvrkE","5.0","Nice test superb test",False,4,"1"
1675,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","The food is really tasty and wholesome I had ordered butter chicken rolls and burger and the restaurant really caters to every taste palate To sum up this restaurant serves amazingly delicious food at a reasonable rate without any compromise to quality or hygiene Must try Next on my list is Chinese and their meal boxes",False,10,"1"
1676,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","1.0","I tried a combo which includes fries Burger and coke Half of the fries are blackBurger is ok ok and the glass in which coke is served giving the taste of dish washer Also ordered a chocolate smoothie Which tastes like horlicks and was too watery",False,6,"1"
1677,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","Visited this new place recently Picked up food for home dining Had ordered Chinese  chicken lollipop in schezwan sauce chicken chilli veg manchurian and chicken triple rice Food quality and taste was awesome The portion size is generous and the cost is budget friendly as well Talk to the owner  Jitu if you need suggestions to suit your palate when placing the order Will definitely come back to try other dishes Indian cuisine next time most probably",False,3,"1"
1678,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","3.0","Good place to hang out with friends but quality of service was not up to the mark Was very disappointed with the staff as they were providing us the starter n maincourse with limited cutlery and had to ask again n again for each set Place can be Improved more by providing sitting and by giving special attention towards guest",False,8,"1"
1679,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","We ordered for birthday celebration at home   excellent food taste delivery hygiene  customer service Best part you can customize the food  preparation to your choice Do try them for any kind of celeberations at home",False,6,"1"
1680,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","Excellent service the quality of food is extremely good in North Indian  Chinese category Highly recommended for the people who are searching a quality food in above mentioned category with reasonable price in Ghansoli Navi Mumbai",False,13,"1"
1681,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","Good food and nice ambience great quantity and quality in low price Staff is frendly and supportive",True,9,"1"
1682,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","I have ordered it for sons birthday and it was amazing   Food was very delicious and my guests are very much happy with the presentation of food Thank you",False,2,"1"
1683,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","Food was very good and liked by everyone one thanks for taking a last minute increase in order food was really nice  Sakshi Kadam",False,1,"1"
1684,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","Very delicious food and Good servicesEveryone at Ghansoli or nearby place should once go there and enjoy the taste of food",False,3,"1"
1685,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","The food was very clean and hygienic Quantity was good gets complete your hunger A must try",False,3,"1"
1686,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","Excellent customers service  tasty food  good n hygienic place to sit n have your snacks n meal",False,5,"1"
1687,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","I have good food in less money I like you very much sir and your behavior is also",False,1,"1"
1688,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","Awesome food taste   you all will loving ittry once",False,2,"1"
1689,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","Hidden Gem in Ghansoli Best food in Best price Most Important the owner is very humble and his priority is customer satisfaction and High quality food Definitely recommend",False,11,"1"
1690,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","Delicious food and value of the money is also  good Love it",False,1,"1"
1691,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","Very good place The owner is very friendly Awesome service Keep it up I am a regular customer now",False,4,"1"
1692,"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","5.0","Fabulous test and very pocket friendly price i suggest visit once and you will be fan of this test",False,2,"1"
1693,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Im a frequent customer of theirs The food is delicious Kerala parotta and chicken masala fry are musttries Delicious meal at a reasonable price I always have Kerala parotta and chicken masala fry which tastes much better when accompanied by a Coke or Pepsi To summarise This isnt only for nonvegetarians Trust me chana masala fry is another meal I enjoy The only drawback is that you must wait for a seat because it is constantly packed but it is absolutely worth it because tummy needs tasty food Guys have a great meal",True,24,"1"
1694,"ChIJP-fUwcXA5zsRa3_bBt-uueE","4.0","Must try Chicken Shawarma here Its so much stuffy  delicious Food quality is good Staff is friendly Located opposite Ghansoli station near masjid Hotel is known for Non Veg Place for quick bite lovers",True,880,"1"
1695,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Tandoori chicken is one of my favorite dishes at this restaurant so I frequently choose it for nonvegetarian meals Yesterday I ordered tandoori chicken dal gosht and chicken lollipops I enjoyed the flavors of the dal gosht and chicken lollipops but unfortunately the tandoori chicken was a bit salty and didnt meet my expectations Today I returned to the restaurant to purchase chicken lollipops and I shared my feedback from yesterday with the restaurant owner expressing my concerns about the tandoori chicken He attentively listened and understood my feedback and to my surprise he didnt charge me for the chicken lollipops I truly appreciate his kindness and customercentric approach May Allah bless him and may his business continue to thrive",False,1,"1"
1696,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","This half plate of chicken masala fry and 3 Kerala parotta cost me  94 If you are willing to ignore the oily part this is some good Kerala food at crazy prices Id recommend this place any day",True,28,"1"
1697,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Karla recipe 2 paratha with mutton biryani Good contati mutton pises Parking Ghansoli station pay  park near by walking distance Food  55 ",True,17,"1"
1698,"ChIJP-fUwcXA5zsRa3_bBt-uueE","2.0","Ordered mutton biriyani and keema but worst quality in terms of the pieces and fish raw smell was there even after frywent after seeing reviews but not much good Only paratha was good",False,3,"-1"
1699,"ChIJP-fUwcXA5zsRa3_bBt-uueE","1.0","The food didnt taste good at all The dishes were different from what we ordered",False,1,"-1"
1700,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Delecius taste at affordable price the paratha is very nice Must try restaurant",True,207,"1"
1701,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","It is a small Hydrabadi restaurantThe taste is good Cost wise it is very reasonable Services is quickGood for nonveg lovers Do try chicken masala fry  Mutton masala fry They also accept PayTm  PhonePay Showrma is also available Very good option for non veg food if you are a bachelor staying away from family",True,70,"1"
1702,"ChIJP-fUwcXA5zsRa3_bBt-uueE","3.0","Good biryani It mostly serves biryani and daal ghost It is cheap open until late in night and the food is good which makes it a very good bite returning late from work There are other hotels along the same lane but this one has good sitting area",True,198,"1"
1705,"ChIJP-fUwcXA5zsRa3_bBt-uueE","4.0","Nice and delicious    cooked food served here The quality of the food also very good and mouth watering to taste",True,140,"1"
1706,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Very nice restaurant to grab a  quick bite",True,60,"1"
1707,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Great Place for NonVeg Lover",True,103,"1"
1708,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Loved the lollipop and leg piece just so different tasty and cheap",False,6,"1"
1709,"ChIJP-fUwcXA5zsRa3_bBt-uueE","3.0","Sitting arrangements is not good Tried Daal gosht with Paratha Good Taste in low price",True,19,"-1"
1710,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Super affordable and delicious food Try their kheema fry its awesome",True,19,"1"
1711,"ChIJP-fUwcXA5zsRa3_bBt-uueE","4.0","Tasty food starter and Biryani Specifically Kerala Paratha and fish",False,3,"0"
1712,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Fast service just dont order biryani its good for parathas and other things",True,13,"1"
1713,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Good taste economic hotel Kerala authentic style cooking",True,15,"1"
1714,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Visit if you want to experience the best kuthu paratha in navi mumbai",False,13,"1"
1715,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Nice food awesome taste and service",True,187,"1"
1716,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Kerala parota and chicken curry is the best here",True,108,"1"
1717,"ChIJP-fUwcXA5zsRa3_bBt-uueE","5.0","Please try Chicken Masala Fry Its really good",False,3,"1"
1718,"ChIJ-1F_jm3B5zsRlKePYMIMel8","4.0","No nosense thali till now i saw I have ordered chicken thali Was delicious and yum I literally overeated 200 rs Chicken Thali  Must go and eat place for nonveg lovers Little place it is but have to visit once TipFor Fish thali go early Veg is also good",True,66,"1"
1719,"ChIJ-1F_jm3B5zsRlKePYMIMel8","4.0","Best hotel for Veg and non veg food Both veg and non veg thali are superb in taste with quality and quantity Go for Tandoor roti or bhakri mostly chapati are made in advance Keep up the good work Hotel Aswad team Vegetarian options Paneer masala served here is the best among all of the restaurants nearby They also have paneer kaju masala aakha masoor and other good options",True,29,"1"
1720,"ChIJ-1F_jm3B5zsRlKePYMIMel8","1.0","Pathetic taste neva try gravy is not gravy its just water",True,171,"-1"
1721,"ChIJ-1F_jm3B5zsRlKePYMIMel8","1.0","This is my honest review about this restaurant Please dont ever try this restaurant if you love your hard earned money Just today we visited this place on the occasion of my sister in laws birthday party Total party was spoil all the food item was testless We order Surmai fish thali and totally disappointed only one piece of surmai and rassa And they charge 350 rupees and no test at all Total west of money",False,8,"1"
1722,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Kheema was awesome with roti I was ordered mutton thali Mutton sukha taste is different from other restaurants must try once",False,8,"1"
1723,"ChIJ-1F_jm3B5zsRlKePYMIMel8","1.0","Pathetic food Do not try veg thalii recommend not to try this poor quality of chicken   served Waste of money Not given the promised food Very bad quality  Improve your food quality or else customer will be dissatisfied  Tasteless food and no variety in food Zero worth for money Hope you improve quality food",False,10,"-1"
1724,"ChIJ-1F_jm3B5zsRlKePYMIMel8","4.0","Very tasty food  the service was also fast Definitely recommended if you are craving for a quick Fish  Chicken  Mutton thali meal",True,121,"1"
1725,"ChIJ-1F_jm3B5zsRlKePYMIMel8","4.0","The food quality and quantity is excellent hygienic place Budget friendly Definitely going to visit again",False,1,"1"
1726,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Very tasty non veg food available With best quality service of staff",False,2,"1"
1727,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Food qualityquantity nd hygeine was top notchi would recommend this place to my frnds nd familysincerely impressed",False,5,"1"
1728,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Bohot accha khana milta ha yaha par i like there food",False,1,"1"
1729,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Nice Tasty hygienic Non Veg Restaurant you should visit it once     If you are nearby  ",False,1,"1"
1730,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Nice food very tastey loved it and nonveg is very delicious",False,1,"1"
1731,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Delicious non veg food I wish I will visit again",False,3,"1"
1732,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Amazing place tasty food nice people talk very gentely",False,1,"1"
1733,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Food quality is good Service is also too good",False,3,"1"
1734,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Very delicious and tasty food",False,2,"1"
1735,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","The place is very hygiene and the nonveg is delicious and people are humble",False,2,"1"
1736,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Nice tasty foods items     paisa Vasul",False,2,"1"
1737,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Very Delicious Food",False,3,"1"
1738,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Very tasty food",False,1,"0"
1739,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Delicious food tasty non veg restaurant",False,2,"1"
1740,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Having good quality of food",False,1,"1"
1741,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Order now very tasty food",False,1,"0"
1742,"ChIJ-1F_jm3B5zsRlKePYMIMel8","5.0","Authentic recipes Great food and restaurant",True,50,"1"
1743,"ChIJk6ULw8DB5zsR3357fLOvrkE","5.0","I tried atleast 20 restaurants in mumbai to fulfill the taste of my native biryani Finally I found match for Hyderabad biryani Taste  ",False,2,"1"
1744,"ChIJk6ULw8DB5zsR3357fLOvrkE","4.0","It has the best food in town also Ambiance is quite good Must try All I can is New place with a good taste",True,12,"1"
1745,"ChIJk6ULw8DB5zsR3357fLOvrkE","5.0","Awesome taste    Great service  food quality and quantity is mindblowing Loved  it Must try",False,4,"1"
1746,"ChIJk6ULw8DB5zsR3357fLOvrkE","5.0","Good service  tasty n Healthy food  clean and hygenic overall awesome customer service",False,3,"1"
1747,"ChIJk6ULw8DB5zsR3357fLOvrkE","1.0","Chicken lollipop was worst Shejwan chutney was bitter sauce Pathetic taste",True,18,"-1"
1748,"ChIJk6ULw8DB5zsR3357fLOvrkE","5.0","Awesome tasty food order for my bday party Good service tasty food thank you",False,2,"1"
1749,"ChIJk6ULw8DB5zsR3357fLOvrkE","5.0","The Quality of Food is Tottaly Osm Must try once you will like it ",False,4,"1"
1750,"ChIJk6ULw8DB5zsR3357fLOvrkE","5.0","Delicious food  good customer services  clean and healthy place  Overall loved It",False,1,"1"
1751,"ChIJk6ULw8DB5zsR3357fLOvrkE","5.0","Delicious food and very best customer service",False,1,"1"
1752,"ChIJk6ULw8DB5zsR3357fLOvrkE","5.0","Very nice meal  Please visit once required",True,7,"1"
1768,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","Tasty and quality seafood food Must try kokani and malvani dishes Great ambiance inside the restaurant",False,5,"1"
1769,"ChIJfYgAtUnB5zsR-QWTNhu1azw","4.0","Tasty food humble staff and good service Recommended",True,83,"1"
1770,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","Very good food service class food  great service given to me mrnareshnd Ganeshvery nice person Surmai thali was to lovelyJambo khekda was to awesome Gold coin to yummypahadi tikka bestnice all",False,1,"1"
1771,"ChIJfYgAtUnB5zsR-QWTNhu1azw","4.0","Average food not like malvani",True,91,"-1"
1772,"ChIJfYgAtUnB5zsR-QWTNhu1azw","1.0","Regrettably my recent experience at Kokan Fusion fell far short of expectations The service was consistently poor with staff appearing disinterested and unresponsive to customer needsThe quality of the productservice provided was subpar leaving me dissatisfied It is disheartening to see such a lack of attention to detail and it significantly impacted my overall experienceAdditionally the atmosphere failed to create a positive impression Whether due to cleanliness issues or a lack of ambiance ServicePlace Name did not deliver on the promised experience",False,1,"-1"
1773,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","Very good service given to Mr vishal nd Bhosale good food best ambience well one",False,1,"1"
1774,"ChIJfYgAtUnB5zsR-QWTNhu1azw","1.0","Food test was not upto the marki we only enjoyed starter about main course i dont know what they have served no taste total waste of money  Ambiance and service is good",True,21,"1"
1775,"ChIJfYgAtUnB5zsR-QWTNhu1azw","2.0","I will never suggest food from konkan fusion",True,86,"0"
1776,"ChIJfYgAtUnB5zsR-QWTNhu1azw","1.0","Dusgusting experience Ordered Surmai Fish thali and the quantity was disgusting and Poor They are not currently experience high volume hence felt like the Fish was 10 days oldJust hated the tasteVibe is as such as you are sitting in a toilet Food",False,9,"-1"
1777,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","Such a amazing place I love this place  because of the proper kokani vibes I get there and the food was so delicious   just wow must try Surmai Thali  The service was great and the seafood dishes were simply amazing must visit for any seafood lover",False,1,"1"
1778,"ChIJfYgAtUnB5zsR-QWTNhu1azw","4.0","Good Food Value for money",False,4,"1"
1779,"ChIJfYgAtUnB5zsR-QWTNhu1azw","1.0","Service was poorwe waited 1 hour for our food yet he did not bring itat the end we walked out of the restaurant and the owner wasnt even bothered about ithated my experience and wont be going back ever again",False,3,"1"
1780,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","I like a food was too awesomestaff was so goodgood servicespeacail thxx to mrdipeshnd vishal",False,1,"1"
1781,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","Awesome taste and ambience is also good",False,10,"1"
1782,"ChIJfYgAtUnB5zsR-QWTNhu1azw","3.0","Mostly orders are delayed Ukdiche modak is very nice here",True,81,"1"
1783,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","Amazing food if you want to try Komdi vade please come to this location",True,23,"1"
1784,"ChIJfYgAtUnB5zsR-QWTNhu1azw","3.0","Slow service  new hotel so there are not able to manage thisfood was testy",False,5,"0"
1785,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","Nice and very good food",False,2,"1"
1786,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","Highly recommended",False,10,"1"
1787,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","Excellent",False,1,"1"
1788,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","Excellent Parking Gansoli Kidfriendliness Maroof Mohsin",False,20,"1"
1789,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","Awesome test",True,14,"1"
1790,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","average",False,4,"0"
1791,"ChIJfYgAtUnB5zsR-QWTNhu1azw","5.0","average",False,5,"0"
1792,"ChIJfYgAtUnB5zsR-QWTNhu1azw","4.0","average",False,1,"0"
1793,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","4.0","Its a good society with nice apartments  security is very good and it is  located near Dmart which makes grocery shopping effortless",True,40,"1"
1794,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","4.0","parking issue in the society People are not cooperative terrace flats are good good space is provided",True,304,"1"
1795,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","1.0","Very low Quality",False,1,"-1"
1796,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","4.0","Nice and secure society but parking is a problem for visitors especially for 4 wheeler",True,94,"-1"
1797,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","4.0","Good society with normal securities and amenities",True,455,"1"
1798,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","5.0","I have done laptop repairing in this society",True,23,"0"
1799,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","5.0","Just went their for my Vodaphone related thing",True,88,"0"
1800,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","4.0","Near to dmart and is in upmarket place",False,11,"0"
1801,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","5.0","Good chs",True,305,"1"
1802,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","5.0","Nice society",False,7,"1"
1803,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","5.0","nice",True,31,"1"
1804,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","2.0","Old society",True,237,"0"
1805,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","5.0","average",False,1,"0"
1806,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","3.0","average",True,3,"0"
1807,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","5.0","average",False,3,"0"
1808,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","3.0","average",False,5,"0"
1809,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","3.0","average",False,0,"0"
1810,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","5.0","average",True,2,"0"
1811,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","1.0","average",True,13,"0"
1812,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","5.0","average",False,4,"0"
1813,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","5.0","average",True,0,"0"
1814,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","4.0","average",True,34,"0"
1815,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","5.0","average",True,12,"0"
1816,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","4.0","average",False,3,"0"
1817,"ChIJ948Gi7bA5zsR3cEOqmjGjwk","4.0","average",True,16,"0"
1818,"ChIJ5W795uTB5zsRQqfxVtzaDyg","1.0","Bhaisahab itna ghatiya khana aaj tak nahi khayaorder kiya tha chiken moghlai and butter rotichiken ko koi taste nahi tha aur roti thi ya Besan tha pura kuch samajh nahi ayaaur inko banane mai 1 ghanta lag gayabilkul suggest nhi karunga waste of money",False,3,"-1"
1819,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","The biryani was absolutely delightful The fragrant basmati rice perfectly complemented the tender spiced meat Each mouthful was a burst of flavors that left me wanting more A truly satisfying and delicious experience Highly recommended",False,4,"1"
1820,"ChIJ5W795uTB5zsRQqfxVtzaDyg","1.0","Worst briyani I ever had all fake reviews pls dont waste money",True,15,"-1"
1821,"ChIJ5W795uTB5zsRQqfxVtzaDyg","1.0","Went multiple times here taste is not stable Last time when i eat chicken Hydrabadi biryani it was served me cold and it was not fresh",False,3,"-1"
1822,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","Great taste best place for different type of Biryani",False,7,"1"
1823,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","Good taste Tried their malai seek biryani and tandoori biryani",True,50,"1"
1824,"ChIJ5W795uTB5zsRQqfxVtzaDyg","4.0","Hyderabadi and malai seekh biryani should try",True,25,"0"
1825,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","Must try chicken shawarma Prices also reasonable Food",True,49,"0"
1826,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","Verry good food",True,12,"1"
1827,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","Love it",False,5,"1"
1828,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","A must place to Visit for Biryani Lovers",False,5,"1"
1829,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","Best food in New Mumbai",False,2,"1"
1830,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","Nice Food with affordable price",True,25,"1"
1831,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","Awesome Food Perfect Taste",False,2,"1"
1832,"ChIJ5W795uTB5zsRQqfxVtzaDyg","1.0","Very bad at servicing giving wrong orders to the people   mood kharab kar diya saara biryani khane ka",False,2,"-1"
1833,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","Excellent briyani",False,1,"1"
1834,"ChIJ5W795uTB5zsRQqfxVtzaDyg","4.0","average",True,9,"0"
1835,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","average",False,5,"0"
1836,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","average",True,115,"0"
1837,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","average",False,0,"0"
1838,"ChIJ5W795uTB5zsRQqfxVtzaDyg","3.0","average",False,2,"0"
1839,"ChIJ5W795uTB5zsRQqfxVtzaDyg","4.0","average",True,28,"0"
1840,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","average",False,1,"0"
1841,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","average",False,2,"0"
1842,"ChIJ5W795uTB5zsRQqfxVtzaDyg","5.0","average",False,56,"0"
1843,"ChIJzXrlvuDB5zsRZKn0YhmRMns","5.0","The best place in Ghansoli to have breakfast lunch and dinner They prepare food in very natural way with less spices and have deshi home made food test Misal pav Besan zunka bhakari kadhi wada chicken thali are some of the best dishes we can get Visit once if you are in Ghansoli and in near by area",False,2,"1"
1844,"ChIJzXrlvuDB5zsRZKn0YhmRMns","5.0","Best misal pav and breakfast Deshi style home made food in lunch breakfasts and dinner Chicken thali is one of the best dish everyone must try Love this place for hygiene food",False,2,"1"
1845,"ChIJzXrlvuDB5zsRZKn0YhmRMns","5.0","From the starter to the dessert the quality and tastes of everything was outstanding Service was delightful and very friendly staff All snaks item is very delicious And the best thing is misal pav puneri misal Best place to have Food",False,3,"1"
1846,"ChIJzXrlvuDB5zsRZKn0YhmRMns","1.0","Worst food I have ever eaten rotten potatoes delivered to us pathetic and not ready to receive call disconnected",False,2,"-1"
1847,"ChIJzXrlvuDB5zsRZKn0YhmRMns","3.0","Nice Vishal pav and other Chinese item",False,1,"1"
1848,"ChIJzXrlvuDB5zsRZKn0YhmRMns","5.0","Nice misal pav and other Chinese food ",False,1,"1"
1849,"ChIJzXrlvuDB5zsRZKn0YhmRMns","5.0","Best food quality in this area ",False,3,"1"
1850,"ChIJzXrlvuDB5zsRZKn0YhmRMns","5.0","Very good",False,3,"1"
1851,"ChIJzXrlvuDB5zsRZKn0YhmRMns","5.0","nice missal pav",False,1,"1"
1852,"ChIJzXrlvuDB5zsRZKn0YhmRMns","2.0","average",False,0,"0"
1853,"ChIJzXrlvuDB5zsRZKn0YhmRMns","5.0","average",False,5,"0"
1854,"ChIJmUj3exDB5zsRL4k3YfhoFTI","5.0","Great experience with friends and family",False,6,"1"
1855,"ChIJmUj3exDB5zsRL4k3YfhoFTI","5.0","Wow",False,6,"1"
1856,"ChIJmUj3exDB5zsRL4k3YfhoFTI","3.0","Ok ok",True,176,"1"
1857,"ChIJmUj3exDB5zsRL4k3YfhoFTI","5.0","Very good",False,5,"1"
1858,"ChIJmUj3exDB5zsRL4k3YfhoFTI","5.0","Nice Food",False,2,"1"
1859,"ChIJmUj3exDB5zsRL4k3YfhoFTI","5.0","Teasty Food",False,6,"0"
1860,"ChIJmUj3exDB5zsRL4k3YfhoFTI","5.0","Delicious Food",False,2,"1"
1861,"ChIJmUj3exDB5zsRL4k3YfhoFTI","5.0","Nice Food",False,2,"1"
1862,"ChIJmUj3exDB5zsRL4k3YfhoFTI","5.0","Teasty Food",False,1,"0"
1863,"ChIJmUj3exDB5zsRL4k3YfhoFTI","4.0","average",True,7,"0"
1864,"ChIJmUj3exDB5zsRL4k3YfhoFTI","5.0","average",False,1,"0"
1865,"ChIJER7fnnrB5zsR9LuoDMCscPo","5.0","Shinde Mess as it is called now has always been a go to lunch place for me when I worked in Ghansoli They have wholesome homely thalis readily available along piping hot chapatis or bhaakris I specially enjoyed their special chicken thali which had dry as well as curried chicken Pair it with their omelette and you are good to go The place is cheap and the restaurant operates out of the owners home If you like fish you can ask the owner to prepare it for you a few days in advance Vegetarian options They have vegetarian food",True,77,"1"
1866,"ChIJER7fnnrB5zsR9LuoDMCscPo","4.0","Its an good approachable mess for all bachelors who are studying or working Meal is delicious in taste and hygiene as well If you are near by this location must visit once for veg as well as non veg dishes",True,212,"1"
1867,"ChIJER7fnnrB5zsR9LuoDMCscPo","5.0","One of the best place to enjoy family foodEveryone once try it",False,1,"1"
1868,"ChIJER7fnnrB5zsR9LuoDMCscPo","5.0","average",False,2,"0"
1869,"ChIJER7fnnrB5zsR9LuoDMCscPo","5.0","average",False,0,"0"
1870,"ChIJER7fnnrB5zsR9LuoDMCscPo","5.0","average",False,0,"0"
