"rest_id","rest_name","rest_budget","rest_rating","rest_rev_count","address","main_category","categories","rest_location","feature_opinions"
"ChIJmUj3exDB5zsRL4k3YfhoFTI","Trupti Restaurant",2,"4.7",11,"Trupti Restaurant Shop No1DrBabasaheb Ambedkar Chowk Talvali Ghansoli Navi Mumbai Maharashtra 400701","Restaurant","{Restaurant}","ghansoli","{}"
"ChIJER7fnnrB5zsR9LuoDMCscPo","shiNde mes",2,"4.8",6,"shiNde mes Dr Nanasaheb Dharmadhikari Marg Talvali Sector 23 Ghansoli Navi Mumbai Maharashtra 400701","Indian restaurant","{""Indian restaurant""}","ghansoli","{""thali - thalis"",""bhaakris - hot"",""chicken - special""}"
"ChIJwzUukMjA5zsRqXkbWCijo24","Ram Krishna",1,"4.0",1710,"Ram Krishna Raji house Shop no14Plot1 Sector 5 Ghansoli Navi Mumbai Maharashtra 400701","South Indian restaurant","{""South Indian restaurant"",""Breakfast restaurant"",""Vegetarian restaurant""}","ghansoli","{""veg - pure"",""food - Good"",""restaurant - best""}"
"ChIJ1UHTzOvB5zsRHCHNsXkZo6g","Nisarga Restaurant  Bar",2,"4.4",533,"Nisarga Restaurant  Bar RLY STATION RX31 Thane  Belapur Rd opp RABALE MIDC Industrial Area Rabale Navi Mumbai Maharashtra 400701","Restaurant","{Restaurant,Bar,""Chinese restaurant"",""Continental restaurant"",""Family restaurant"",""Fine dining restaurant"",""Indian restaurant"",""Non Vegetarian Restaurant"",""Seafood restaurant"",""Vegetarian restaurant""}","ghansoli","{""service - slower"",""fish - worth"",""taste - good""}"
"ChIJZ1S_0BHB5zsRFCTz9Nc4tkw","Top Box",2,"4.6",96,"Top Box Sector 7 Opp Rajiv Gandhi College near DMart Ghansoli Sector 5 Jijamata Nagar Ghansoli Navi Mumbai Maharashtra 400701","Restaurant","{Restaurant}","ghansoli","{""food - delicious"",""taste - Nice"",""service - Nice""}"
"ChIJfYgAtUnB5zsR-QWTNhu1azw","Konkan Fusion Ghansoli",2,"4.4",53,"Sector 02  Plot No 10 Konkan Fusion Ghansoli Mannat Tower Shop No 01  02 near Ghansoli Dargah Rd Navi Mumbai Maharashtra 400701","Seafood restaurant","{""Seafood restaurant""}","ghansoli","{""food - Tasty"",""service - Tasty"",""food - humble""}"
"ChIJ6ZI9ogfB5zsRbiht9Y1aLLU","IKEA Restaurant  Navi Mumbai",1,"4.3",1053,"Plot 15 IKEA Restaurant  Navi Mumbai 15 C Thane  Belapur Rd Turbhe MIDC Turbhe Navi Mumbai Maharashtra 400705","Restaurant","{Restaurant}","turbhe","{""NonVeg - enough"",""queue - long"",""menu - great""}"
"ChIJC4C6K2rB5zsRtehW1LmcYhc","City Food",1,"4.0",801,"City Food Thane  Belapur Rd Turbhe MIDC Turbhe Navi Mumbai Maharashtra 400705","North Indian restaurant","{""North Indian restaurant"",""Fast food restaurant"",Restaurant}","turbhe","{""quality - good"",""restaurant - Tasty"",""restaurant - clean""}"
"ChIJ7-Pzf2jB5zsRlbTy7HO3lOI","Blend and Brew",0,"4.4",465,"Blend and Brew Hotel Yogi Midtown TTC Industrial Area Mumbai Pune Highway Turbhe Navi Mumbai Turbhe Navi Mumbai Mumbai Maharashtra 400705","Chinese restaurant","{""Chinese restaurant""}","turbhe","{""food - nice"",""taste - good"",""atmosphere - awesome""}"
"ChIJMVoFdEfB5zsRLYvC8ELU8QI","Sai Satkar",1,"4.1",322,"Sai Satkar A1 VashiTurbhe Rd APMC Onion Potato Market Sector 18 Vashi Navi Mumbai Maharashtra 400703","Vegetarian restaurant","{""Vegetarian restaurant"",""South Indian restaurant""}","turbhe","{""chaat - Vegetarian"",""street - available"",""pav - Worst""}"
"ChIJoWn73TLB5zsR40s-88PqEeM","Ooh Pitara Bar  Kitchen",2,"4.5",291,"Plot no 8 Ooh Pitara Bar  Kitchen Off Mumbai  Pune Hwy next to BlueDart Sector 24 Turbhe Navi Mumbai Maharashtra 400703","Restaurant","{Restaurant}","turbhe","{""service - good"",""food - nice"",""food - good""}"
"ChIJr0CwHofB5zsRF2a3uJBOU1Q","The Turmeric Kitchen",2,"4.4",290,"Office No 202 Block A The Turmeric Kitchen Arihant Aura Thane  Belapur Rd Turbhe MIDC Turbhe Navi Mumbai Maharashtra 400705","Restaurant","{Restaurant,""Banquet hall"",Caterer}","turbhe","{""taste - good"",""staff - polite"",""place - good""}"
"ChIJ49dOD77B5zsRsBZdnqCWvW0","Mynt",2,"4.3",39,"28 Mynt 1 Turbhe Midc Rd MIDC Industrial Area Turbhe Navi Mumbai Maharashtra 400705","Restaurant","{Restaurant}","turbhe","{""food - Amazing"",""quality - terrible"",""starters - bland""}"
"ChIJsXUcLkDB5zsRkaQhBw56WAM","Rasna Bar And Restaurant",2,"4.1",248,"32F84F2 Rasna Bar And Restaurant VashiTurbhe Rd Sector 23 Turbhe Navi Mumbai Maharashtra 400705","Bar  grill","{""Bar  grill"",Bar,Restaurant}","turbhe","{""food - amazing"",""restaurant - nice"",""bar - good""}"
"ChIJ8QNu-kHB5zsRwdNSOVLhio4","Mahakali",2,"4.1",80,"Mahakali Near Bank Of India Trubhe Station Turbhe Village Rd Sector 24 Turbhe Navi Mumbai Maharashtra 400705","North Indian restaurant","{""North Indian restaurant"",Restaurant}","turbhe","{""hotel - best"",""thing - quick"",""food - non""}"
"ChIJlcLR22vB5zsRevkgkhcq7dQ","Diana Bar And Restaurant",2,"4.0",66,"32CC489 Diana Bar And Restaurant MIDC Turbhe Naka Dr Babasaheb Ambedkar Rd Turbhe Store Turbhe MIDC Turbhe Navi Mumbai Maharashtra 400705","Bar  grill","{""Bar  grill"",Bar}","turbhe","{""service - Excellent"",""taste - presentable"",""Services - good""}"
"ChIJ2zQpxd3B5zsROeFUws6qo_Q","Pizzawayturbhe",2,"4.6",33,"Pizzawayturbhe Turbhe Village Rd Turbhe Village Sector 22 Turbhe Navi Mumbai Maharashtra 400703","Fast food restaurant","{""Fast food restaurant""}","turbhe","{""food - nice""}"
"ChIJ03Xk3GvB5zsRvmO5if1OQ2Y","WhatsAp Bar  Restaurant",2,"4.2",30,"WhatsAp Bar  Restaurant Turbhe MIDC Turbhe Navi Mumbai Maharashtra 400705","Bar","{Bar,Restaurant}","turbhe","{}"
"ChIJEbLzBZrB5zsR90rDduff2Eg","Savera Restaurant",2,"4.6",17,"Savera Restaurant Railway station Thane  Belapur Rd opp Turbhe Turbhe Store MIDC Industrial Area Turbhe Navi Mumbai Maharashtra 400705","Restaurant","{Restaurant}","turbhe","{""food - generous"",""Do - friendly"",""food - best""}"
"ChIJf6NgsljB5zsRt00oHCY70TY","Hill View Cafe",2,"4.6",11,"D Hill View Cafe 33 Turbhe Midc Rd TTC Industrial Area MIDC Industrial Area Turbhe Navi Mumbai Maharashtra 400705","Buffet restaurant","{""Buffet restaurant""}","turbhe","{""food - awesome"",""rates - reasonable"",""soup - nice""}"
"ChIJGQvbQEvB5zsRMrxaXFvD23Y","Achukata Chinese by Patil Upahar Gruh",2,"4.7",10,"Achukata Chinese by Patil Upahar Gruh opposite to Post Office Road Turbhe Village Sector 24 Turbhe Navi Mumbai Maharashtra 400703","Vegetarian restaurant","{""Vegetarian restaurant"",""Chinese restaurant"",""Chinese takeaway""}","turbhe","{""veg - pure"",""Quantity - odour"",""watering - odour""}"
"ChIJhV729RjB5zsRz3R9HwzBfNM","Mynt  Taj Vivanta Turbhe",2,"4.5",10,"327F34X Mynt  Taj Vivanta Turbhe MIDC Industrial Area Turbhe Navi Mumbai Maharashtra 400705","Buffet restaurant","{""Buffet restaurant""}","turbhe","{""Food - nice"",""food - nice"",""beers - good""}"
"ChIJic6yr0nB5zsRzsBeAh0wMAA","BUNTYS FOOD CORNER",2,"4.7",3,"BUNTYS FOOD CORNER Indira Nagar MIDC Industrial Area Turbhe Navi Mumbai Maharashtra 400703","Chinese restaurant","{""Chinese restaurant""}","turbhe","{}"
"ChIJgbnOCETB5zsRkgBOwkQq4xw","Shikara Restaurant",1,"4.2",3928,"3296F8V Shikara Restaurant Railway Station Plot No3 Pune Road opp Sanpada Sector 24 Turbhe Mumbai Navi Mumbai Maharashtra 400705","Restaurant","{Restaurant,Bar,""Breakfast restaurant"",""Chinese restaurant"",""Indian restaurant"",""Lunch restaurant"",""Mughlai restaurant"",""Seafood restaurant""}","turbhe","{""food - delicious"",""dining - delightful"",""dessert - good""}"
"ChIJeRLHCEfB5zsRMS5utq-SuwY","Bhagat TarachandORIGINAL SINCE 1895",2,"4.3",4718,"Bhagat TarachandORIGINAL SINCE 1895 bharat Shatrughna Building Mafco Market 66a APMC Rd Sector 18 Vashi Navi Mumbai Maharashtra 400703","Vegetarian restaurant","{""Vegetarian restaurant"",""Indian restaurant"",""North Indian restaurant"",""Punjabi restaurant"",Restaurant}","turbhe","{""food - amazing"",""food - vegetarian"",""buttermilk - chhas""}"
"ChIJB4zHD0TB5zsRSNl1-lfhi8Q","Shamiana Restaurant",2,"4.5",11,"329675Q Shamiana Restaurant Sector 22 Turbhe Navi Mumbai Maharashtra 400703","Continental restaurant","{""Continental restaurant"",""Chinese restaurant"",""Indian restaurant"",Restaurant}","turbhe","{""food - available"",""Food - good"",""food - delicious""}"
"ChIJk-I7-uTH5zsRUCNzbZONJAE","Hitchki Powai",2,"4.3",10984,"Hitchki Powai G5 Transocean house Lake Boulevard Rd Hiranandani Business Park near Kaya skin clinic Powai Mumbai Maharashtra 400076","Continental restaurant","{""Continental restaurant"",Bar,""Cocktail bar"",""Fusion restaurant"",""North Indian restaurant""}","powai","{""veg - non"",""cocktails - non"",""food - great""}"
"ChIJU_AIAuXH5zsRwSxX6B0kj_4","Madeira  Mime Powai",2,"4.5",6549,"Madeira  Mime Powai Trans Ocean House Lake Blvd Rd Hiranandani Gardens MHADA Colony 19 Powai Mumbai Maharashtra 400076","Restaurant","{Restaurant,Bar}","powai","{""Lots - available"",""staff - deaf"",""music - excellent""}"
"ChIJL4GT9AC45zsRsKgg3TjEcAM","Lake View Cafe",2,"4.7",5116,"Lake View Cafe The Westin Mumbai Powai Lake PLot No 2  3B Saki Vihar Rd near Chinmayand Ashram Powai Mumbai Maharashtra 400087","Restaurant","{Restaurant,""American restaurant"",Caterer,""Chinese restaurant"",""Delivery service"",""Indian restaurant"",""Italian restaurant""}","powai","{""dining - pleasant"",""hospitality - good"",""dining - memorable""}"
"ChIJ25pLlAzH5zsRVjU6CR3cwds","Powai Social",2,"4.2",3991,"Powai Social Delphi B Wing 6 Orchard Ave Hiranandani Gardens Panchkutir Ganesh Nagar Powai Mumbai Maharashtra 400076","Restaurant","{Restaurant,Bar,Cafe,""Coworking space"",Pub}","powai","{""food - good"",""quantity - good"",""vibe - Located""}"
"ChIJJyTx-uTH5zsRve4QBqNRbP4","Mia Cucina",2,"4.2",2436,"G3 Transocean House Mia Cucina Hiranandani Business Park Lake Blvd Rd Hiranandani Gardens MHADA Colony 19 Powai Mumbai Maharashtra 400076","Italian restaurant","{""Italian restaurant"",Bistro}","powai","{""pizza - better"",""music - loud"",""service - quick""}"
"ChIJfSbpzu_H5zsRTuU-b6yNcpc","Bijoli Grill",1,"4.0",1547,"4WC7V97 Bijoli Grill Hakone Bumpers  Rides Opp Nirvana Park Hirandandani Powai Mumbai Maharashtra 400076","Bengali restaurant","{""Bengali restaurant"",""Seafood restaurant""}","powai","{""service - slow"",""food - conventional"",""place - slow""}"
"ChIJG_iyZRPH5zsR_YTyBDvRG2o","Joshh  Powai",1,"4.4",1053,"Unit No 135  138 1st Floor Joshh  Powai Galleria Shopping Mall Hiranandani Gardens Panchkutir Ganesh Nagar Restaurants Mumbai Maharashtra 400076","Indian restaurant","{""Indian restaurant""}","powai","{""food - Indian"",""chaat - Good"",""veg - pure""}"
"ChIJH5X1Wu_H5zsR8IGHkg4cgyU","Parabola",2,"4.0",725,"Ground Floor Parabola Rodas and Ecotel Hotel Central Ave Hiranandani Gardens Powai Mumbai Maharashtra 400076","Restaurant","{Restaurant,""Biryani restaurant"",""Coffee shop"",""Fast food restaurant"",""Indian sizzler restaurant"",""Juice shop"",""Punjabi restaurant""}","powai","{""dine - fine"",""school - old"",""restaurant - cozy""}"
"ChIJ9_y9XiTH5zsRnRxbLjLzNew","Foo Powai",2,"4.4",665,"BWing Foo Powai Delphi Building Ground Floor Orchard Ave Powai Mumbai Maharashtra 400076","PanAsian restaurant","{""PanAsian restaurant"",""Chinese restaurant"",""Japanese restaurant""}","powai","{""ambiance - amazing"",""tofu - Silken"",""one - good""}"
"ChIJD44kuvrH5zsRbDW2FodDAcM","Rhythm  The Beatle",2,"4.0",480,"Rhythm  The Beatle The Beatle JMJ House Orchard Ave Hiranandani Gardens Panchkutir Ganesh Nagar Powai Mumbai Maharashtra 400076","Buffet restaurant","{""Buffet restaurant"",""Dessert restaurant"",""Indian restaurant""}","powai","{""sauce - good"",""food - Major"",""service - slow""}"
"ChIJ9XrRKEzH5zsRRtfdGmwla0Y","Sesami",2,"4.2",451,"1st floor Sesami Rodas Hotel Hiranandani Gardens Powai Mumbai Maharashtra 400076","PanAsian restaurant","{""PanAsian restaurant""}","powai","{""service - exceptional"",""sushi - Oriental"",""love - more""}"
"ChIJqfZSdmTH5zsRwhV-AiQarec","Taftoon",2,"4.2",139,"1st Floor Taftoon Hiranandani Gardens Orchard Ave Delphi B Wing Restaurant  4 Powai Mumbai Maharashtra 400076","Indian restaurant","{""Indian restaurant""}","powai","{""trunk - grand"",""chicken - juicy"",""mango - delicious""}"
"ChIJ36joLa7H5zsRzsgblBIq96k","Bayroute Powai",2,"4.4",3241,"4W94WWF Bayroute Powai Transocean House Lake Boulevard RoadHiranandani Business Park Lake Blvd Rd Powai Mumbai Maharashtra 400076","Middle Eastern restaurant","{""Middle Eastern restaurant""}","powai","{""service - amazing"",""parking - available"",""business - great""}"
"ChIJkUFtgBbH5zsRaplLrPueRtc","Episode One Powai",2,"4.3",2464,"Episode One Powai Delphi Building Binge Central 1st Floor Shop No 6 BWing Orchard Ave Hiranandani Gardens Panchkutir Ganesh Nagar Powai Mumbai Maharashtra 400076","Restaurant","{Restaurant}","powai","{""drinks - expensive"",""music - good"",""ingredients - fresh""}"
"ChIJX675B-bH5zsRlqfABPLtRAQ","The Butter Kitchen",2,"4.1",1819,"The Butter Kitchen Ventura Building B101 Hiranandani Business Park Central Ave Hiranandani Gardens Powai Mumbai Maharashtra 400072","North Indian restaurant","{""North Indian restaurant"",Bar,""Mughlai restaurant"",""Non Vegetarian Restaurant"",""Vegetarian restaurant""}","powai","{""taste - good"",""chicken - juicy"",""apple - green""}"
"ChIJiVBBJPG25zsRCVW0udJpuO8","Mirchi  Mime",2,"4.6",11438,"Mirchi  Mime Transocean House Lake Blvd Rd Hiranandani Gardens MHADA Colony 19 Powai Mumbai Maharashtra 400076","Indian restaurant","{""Indian restaurant"",Bar,""Dessert restaurant"",""Non Vegetarian Restaurant"",""Vegan restaurant"",""Vegetarian restaurant""}","powai","{""food - delicious"",""food - great"",""fusion - Indian""}"
"ChIJ4_2UcubH5zsRWMemt2WTsLc","Chilis American Grill  Bar",2,"4.0",7515,"Chilis American Grill  Bar Hiranandani Business Park Ventura Building 13 Ventura Bldg 400076 Central Ave Hiranandani Gardens Powai Mumbai Maharashtra 400076","American restaurant","{""American restaurant"",""Bar  grill"",""Mexican restaurant"",""TexMex restaurant""}","powai","{""food - good"",""service - good"",""Food - extraordinary""}"
"ChIJSxrViCrH5zsRThryaO5rLX0","The Sassy Spoon Powai",2,"4.2",1258,"BWing The Sassy Spoon Powai Delphi Building Restaurant 1A Binge Central 1st Floor Orchard Ave Hiranandani Gardens Panchkutir Ganesh Nagar Powai Mumbai Maharashtra 400076","Restaurant","{Restaurant,""Continental restaurant"",""European restaurant"",""Takeout restaurant""}","powai","{""food - great"",""food - amazing"",""music - great""}"
"ChIJ-72I8vHH5zsRG9mDG86AcXU","Laxmi Next Pure Veg Restaurant",1,"4.1",7728,"Laxmi Next Pure Veg Restaurant Ground Floor No12 Exclusive Apartment Jogeshwari  Vikhroli Link Rd Powai Mumbai Maharashtra 400076","South Indian restaurant","{""South Indian restaurant"",Bar,""Breakfast restaurant"",""Chinese restaurant"",""Fast food restaurant"",""Lunch restaurant"",""Punjabi restaurant"",""Vegetarian restaurant""}","powai","{""food - good"",""Taste - goodbut"",""level - next""}"
"ChIJxd-qaubH5zsRavF-T5ddt8c","Little Punjab",2,"4.6",350,"Shop no 146 Little Punjab Galleria Shopping Mall Hiranandani Gardens Panchkutir Ganesh Nagar Powai Mumbai Maharashtra 400076","North Indian restaurant","{""North Indian restaurant"",""Mughlai restaurant""}","powai","{""noodles - good"",""experience - good"",""noodles - satisfied""}"
"ChIJvaK3csrH5zsRFShstP1Tvzo","Vikhroli Social",2,"4.1",5323,"CST No 518 Vikhroli Social Imagine Studio Eastern Express Hwy next to GODREJ ONE Pirojshanagar Vikhroli Mumbai Maharashtra 400079","Restaurant","{Restaurant,Bar,Cafe,""Coworking space"",Pub}","vikhroli","{""food - good"",""service - slow"",""parking - available""}"
"ChIJsQk_sd3H5zsRUVhirAt5tdI","MOMOS KATTA  Best Momos In Vikhroli",2,"4.7",568,"Shop No5 Building No47 MOMOS KATTA  Best Momos In Vikhroli GS 47 Avenue opposite Sai Baba Mandir Tagore Nagar Vikhroli Mumbai Maharashtra 400083","Momo restaurant","{""Momo restaurant"",""Fast food restaurant""}","vikhroli","{""Food - good"",""choice - good"",""crispiness - good""}"
"ChIJC7DABO7H5zsRsE60pCoGhyo","Joys Kitchens",2,"4.0",193,"Joys Kitchens Shop No 23 Joy Centre Ramakant Deshmukh Marg Group Number 7 Tagore Nagar Vikhroli Mumbai Maharashtra 400083","Restaurant","{Restaurant}","vikhroli","{""mother - impressed"",""hotel - sure"",""spicy - heavy""}"
"ChIJbVKHy8LH5zsRThFUjdv7S5A","Satkkar Bar and Kitchen",2,"4.3",119,"Satkkar Bar and Kitchen Paras Sadan 10 Station opposite Vikhroli Mumbai Maharashtra 400083","Restaurant","{Restaurant}","vikhroli","{""eye - classy"",""eye - wonderful"",""seating - cosy""}"
"ChIJ44duk3zH5zsRHuhxZc3ZtW4","Tikka n Talks",2,"4.2",59,"Tikka n Talks Shivai Chowk opp Bldg No 89 Kannamwar Nagar II Vikhroli Mumbai Maharashtra 400083","Chinese restaurant","{""Chinese restaurant""}","vikhroli","{""ambiance - welcoming"",""service - charming"",""service - Amazing""}"
"ChIJscO0yaLH5zsRrBOaMhpdf4Q","Red Chilly Classic Chinese Cuisine",1,"4.0",1556,"Red Chilly Classic Chinese Cuisine Shop Near OCS Colony 1 1 Rd Number 1 Kannamwar Nagar II Vikhroli Mumbai Maharashtra 400083","Chinese restaurant","{""Chinese restaurant""}","vikhroli","{""taste - good"",""napkin - dirty"",""paneer - flavorful""}"
"ChIJ5Q0BOdvH5zsRApBMnjh_QSc","FARMAISH MULTICUSINE RESTAURANT VIKHROLI EAST",2,"4.5",92,"Shop No 9 FARMAISH MULTICUSINE RESTAURANT VIKHROLI EAST Sai Prasad Shopping Centre below Jogeshwari  Vikhroli Link Road next to Kotak ATM Kannamwar Nagar II Vikhroli Mumbai Maharashtra 400083","Restaurant","{Restaurant}","vikhroli","{""quality - great"",""taste - yummy"",""crispy - dripping""}"
"ChIJDdbrQ4TH5zsRA9e36Tmu0OE","Hare Krsnas Breakfast and Snacks Corner",2,"4.4",91,"Group No 1 Hare Krsnas Breakfast and Snacks Corner Shop No 1 Tagore Nagar Vikhroli Mumbai Maharashtra 400083","South Indian restaurant","{""South Indian restaurant"",""Maharashtrian Restaurant""}","vikhroli","{""dish - good"",""kitchen - hygienic"",""taste - good""}"
"ChIJuVvMb5nH5zsR16ZvI81INGE","RUSHD CORNER",2,"4.1",71,"RUSHD CORNER Patidar Complex Building No 3 Vikas College Rd Kannamwar Nagar II Vikhroli Mumbai Maharashtra 400083","Fast food restaurant","{""Fast food restaurant"",Cafe}","vikhroli","{""money - good"",""wheat - soft"",""roti - nice""}"
"ChIJud6tmVzH5zsRpoM20uTFwMc","PUNJABI TADKA",2,"4.3",43,"Shop No 19 PUNJABI TADKA Swaminarayan Marg opp building no 10 Tagore Nagar Vikhroli Mumbai Maharashtra 400083","Punjabi restaurant","{""Punjabi restaurant"",""Chinese restaurant"",""Indian restaurant""}","vikhroli","{""food - good"",""quality - good"",""Food - amazing""}"
"ChIJX91WF5HH5zsRYITIw1ssZ7I","Zaffran",2,"4.3",36,"Zaffran 311 Santoshi Mata Mandir Marg Sona Intp Colony Tagore Nagar Vikhroli Mumbai Maharashtra 400083","Restaurant","{Restaurant,""Fast food restaurant""}","vikhroli","{""food - Nice"",""name - bsd"",""food - best""}"
"ChIJu5Ef6pbH5zsRKmRLcQ7JoqI","Mohammadi Hotel",2,"4.2",27,"Shop No 2 Mohammadi Hotel Tagore Nagar Vikhroli Mumbai Maharashtra 400083","Fast food restaurant","{""Fast food restaurant""}","vikhroli","{""taste - Good"",""Parking - Cheap"",""tasty - Other""}"
"ChIJxWBaFzzH5zsRxhI3Ik0AnYM","Food Factory",2,"4.2",25,"Food Factory Food factory opp old Modi hospital near siddhivinayagar mandir Tagore Nagar Vikhroli Mumbai Maharashtra 400083","South Indian restaurant","{""South Indian restaurant""}","vikhroli","{""fry - awesome"",""Food - Great""}"
"ChIJ23pwZZnH5zsRFIstVtKXF7M","LA Mia Cucina",2,"4.4",25,"LA Mia Cucina Mumbai  Agra National Hwy Kannamwar Nagar II Vikhroli Mumbai Maharashtra 400083","Fast food restaurant","{""Fast food restaurant""}","vikhroli","{""item - Average"",""item - good"",""shawrma - perfect""}"
"ChIJpeQSU8HH5zsRx52wthv0hgE","Pop Tates Vikhroli",1,"4.2",9258,"Pop Tates Vikhroli C13 Hiranadani Link Rd opp Mayfair Sonata Varsha Nagar Vikhroli West Mumbai Maharashtra 400079","Restaurant","{Restaurant,Bar,""Continental restaurant"",""Italian restaurant""}","vikhroli","{""menu - good"",""food - tasty"",""mocktails - available""}"
"ChIJo5Dqav-55zsRt43QPOsFdic","Kolhapuri Tadka with Live Kitchen",2,"4.5",212,"Shop no 20 Kolhapuri Tadka with Live Kitchen Gajanan Maharaj Chowk Kannamwar Nagar I Vikhroli Mumbai Maharashtra 400083","Takeout restaurant","{""Takeout restaurant""}","vikhroli","{""veg - delicious"",""taste - Excellent"",""quantity - Excellent""}"
"ChIJKY2ETzfH5zsRKiQpOYwmO7g","HIBACHII Dining Bar",2,"4.7",853,"Plot no 13 HIBACHII Dining Bar Lal Bahadur Shastri Marg opp Hometown near Punjab and Sindh bank Surya Nagar Chandan Nagar Vikhroli West w Mumbai Maharashtra 400083","Restaurant","{Restaurant}","vikhroli","{""music - Great"",""masala - good"",""lime - fresh""}"
"ChIJczuoivbH5zsRzhn6zncagi4","Spice It",2,"4.2",36,"Cts No 17 Spice It Lal Bhahdur Damji Shamji Ind Premises Co op Society Ltd Damji Shamji Ind Estate Gala 10 Lal Bahadur Shastri Marg Surya Nagar Chandan Nagar Vikhroli West Mumbai Maharashtra 400083","Restaurant","{Restaurant}","vikhroli","{""food - good"",""staff - courteous"",""Food - tasty""}"
"ChIJiYK02ZfH5zsR8HVcVFJoqHA","Padmavatee Family Restaurant",2,"4.2",20,"Shop No 8 Padmavatee Family Restaurant Swaminarayan Marg opposite Vignaharta Tagore Nagar Vikhroli Mumbai Maharashtra 400083","Restaurant","{Restaurant}","vikhroli","{""birthday - mini"",""management - excellent"",""quality - reasonable""}"
"ChIJzYV6AA_H5zsRVFAqrkUFFI8","Safiya Restaurant",2,"4.0",13,"4W9J93H Safiya Restaurant 2 OppBaba Mutton Shop Tagore Nagar Rd Tagore Nagar Vikhroli Mumbai Maharashtra 400083","Restaurant","{Restaurant}","vikhroli","{""food - tasty"",""food - available"",""Hotel - clean""}"
"ChIJQYpASh7G5zsR_k-Gx9-IoFo","Hotel Grand Central",2,"4.1",3697,"Plot No Hotel Grand Central 70C Central Ave Rd Chembur Gaothan Chembur Mumbai Maharashtra 400071","North Indian restaurant","{""North Indian restaurant"",Restaurant,""Vegetarian restaurant""}","chembur","{""vegetarian - Good"",""rice - good"",""dining - overall""}"
"ChIJkxSyQQbG5zsRE-CVqcdxdok","China Bistro",2,"4.2",3030,"China Bistro Oasis Banquet Punjab Wadi Bus Stop Sion Trombay Road Deonar Chembur Mumbai Maharashtra 400088","Chinese restaurant","{""Chinese restaurant"",""Asian restaurant""}","chembur","{""experience - good"",""parking - available"",""place - good""}"
"ChIJg_Ub23vH5zsRRAoidR8eyrQ","Via Bombay",2,"4.6",2093,"Via Bombay Jewel of chembur 1st Road Opp Bmc OFFice Near Natraj Cinema Chembur Gaothan Chembur Mumbai Maharashtra 400071","Hotel","{Hotel,Bar,""Bar  grill"",""Indian restaurant"",""Mughlai restaurant"",""North Indian restaurant"",""PanAsian restaurant"",Restaurant}","chembur","{""food - delicious"",""ambience - great"",""service - great""}"
"ChIJEbL6wq7H5zsRz5xlDAnUM9E","Chembur SOCIAL",2,"4.1",1590,"Chembur SOCIAL CG Rd Natraj Compound Near Chatrapati Shivaji Maharaj Chowk Union Park Chembur Mumbai Maharashtra 400074","Restaurant","{Restaurant,Bar,Cafe,""Coworking space"",Pub}","chembur","{""place - accessible"",""seating - available"",""food - nice""}"
"ChIJVzgp3F7H5zsRFv-j_XpxBdU","71 TALES  BAR  CAFE",1,"4.2",1292,"71 TALES  BAR  CAFE Unit 16C Sion  Trombay Rd inside Asha Studio near RK Studio Chembur Mumbai Maharashtra 400071","Restaurant","{Restaurant,Bar}","chembur","{""mark - upto"",""atmosphere - good"",""parking - Spacious""}"
"ChIJZSBRXtnO5zsR3Jj-qGxwt6A","Manis Lunch Home",0,"4.4",9006,"86 Ground Floor Manis Lunch Home Komal Building 2nd Rd Chembur Gaothan Chembur Mumbai Maharashtra 400071","South Indian restaurant","{""South Indian restaurant"",""Vegetarian restaurant""}","chembur","{""dosa - uttapa"",""onion - uttapa"",""food - good""}"
"ChIJQ5iPhKDI5zsRz7tmvVwSLig","Malhaar Restaurant and Bar",1,"4.1",2456,"Malhaar Restaurant and Bar 19th Road Off DK Sandu Marg Chembur Mumbai Maharashtra 400071","Family restaurant","{""Family restaurant"",Bar,""Seafood restaurant""}","chembur","{""food - great"",""Drinks - available"",""experience - fresh""}"
"ChIJiSjVtgLG5zsRTFzPEMEe21A","Wok Hei  Chembur",1,"4.1",1759,"Shop Wok Hei  Chembur Bungalow No 14 Sunder Apartment Sion  Trombay Rd opp Diamond Garden Borla Union Park Chembur Mumbai Maharashtra 400071","Chinese restaurant","{""Chinese restaurant"",""Indian restaurant"",""Indian takeaway"",Restaurant,""Wok restaurant""}","chembur","{""Prawns - fresh"",""one - worth"",""place - delicious""}"
"ChIJF3ezPS3E5zsRYV2cL7vxQQM","Krishnaa Leela",1,"4.1",1748,"Krishnaa Leela Dewan Niketan Chembur Naka Next to Akbarallys Sion  Trombay Rd Chembur Mumbai Maharashtra 400071","South Indian restaurant","{""South Indian restaurant"",""Breakfast restaurant"",""Chinese restaurant"",""Fast food restaurant"",""Vegetarian restaurant""}","chembur","{""Food - worst"",""soups - tasty"",""money - good""}"
"ChIJe05LmufH5zsRucjY5PPKoQA","Lucky Restaurant",1,"4.1",1412,"Lucky Restaurant Sion  Trombay Rd opp K Star Mall Diamond Garden Borla Union Park Chembur Mumbai Maharashtra 400071","Restaurant","{Restaurant}","chembur","{""ambience - nice"",""food - expensive"",""sizes - small""}"
