Reviewer,Review,Rating,Expense,Type
Arsalan Imam,It's awesome. The food quality. The service the people here are so good. Loved this placed a lot. The view is awesome. All kind of people can go here. The variety of food is so good so tasty. The place is well maintained. It's bit expensive …,5 stars,expensive,Barbecue restaurant
jigna thakkar,It's a good place but my suggestion to owners table was denied to 2 people on 31st December as only were paying attention for group is not right we are regular customers and we really felt very bad for the same.,2 stars,expensive,Barbecue restaurant
Deepak Thokale,"Staff is good but what I expected about main courses & starters non veg this is not up to the mark & prawns starter was to hard too eat.
About air conditioning I personally complent more 4 time still so hot, ac is …",1 star,expensive,Barbecue restaurant
Anwesh Dayal,"Ambiance: decent

Food: good …",4 stars,expensive,Barbecue restaurant
Ameya Patil,The seafood was awesome..very delicious..especially prawns barbecue... a variety of delicious recipes were available in the main course. The desserts were extremely tasty.. byt they need to improve the taste of kulfy they have..and the …,4 stars,expensive,Barbecue restaurant
Nilesh Gupte,Nice place to eat with prompt service and good ambience !,5 stars,expensive,Barbecue restaurant
Akbar Saya,"I think the food was stale and of very poor quality. I have been having stomach pains, nausea, diarrhea, vomits, fatigued and lethargic since the last 5 hours. Loosing my sleep now. I will forget now this restaurant ever existed.",1 star,expensive,Barbecue restaurant
Bhanu Varma,Fantastic experience each time at Barbeque Nation... extremely warm and friendly staff and superb and tasty food makes each visit memorable. Thanx …,5 stars,expensive,Barbecue restaurant
Nirmala Kadam,They should add some variety in their menu. I have been here for more than 6-7 times till now. I go here because there are no descent buffet restaurants like BBQ nation theme near me. They need to change with time or else they will loose …,3 stars,expensive,Barbecue restaurant
bhaskar ov,Very good food and excellent service and courtesy displayed by entire staff. They are very polite and sensitive to our taste. There is opportunity to improve cleanliness.,5 stars,expensive,Barbecue restaurant
Elham S.,Too noisy.. you have to keep looking for a waiter as they don't have one waiter per table service. They keep avoiding Prawns grill requests on purpose.,3 stars,expensive,Barbecue restaurant
Komal Thakker,Totally loved the service n the food there. It's like we own the place when we are there. Very astonishing service.. may it be with your friends or family or your special one u must visit there atleast one. It costs 850 per person for non …,5 stars,expensive,Barbecue restaurant
Ajinkya Patil,Beautiful service and taste variation according to feedback.,5 stars,expensive,Barbecue restaurant
momina sayyed,The hospitality and service is what keeps the place on top of all the restaurants. A very comforting place to be with your special ones. Thanks to Ali and Shahbaaz for attending us so well. The politeness and service is very much …,5 stars,expensive,Barbecue restaurant
Dr Baren Abraham,Taste of the food is deteriorating over the years.,4 stars,expensive,Barbecue restaurant
kalpana gauda,2nd time I am visiting Nd m loving to visit here more n more😘😋 food was awesome. …,5 stars,expensive,Barbecue restaurant
Pritish Bhoye,"Ambience was very good, But not spacious it's little congested. Entry is also small. Valet parking available. Also one can park in nearby areas. It is situated on the adjucent road to the palm beach road. Service is goo, as usual as per BBQ norms. Staff was very good and friendly. Crowd was ok. Seating arrangement can be improved.",4 stars,expensive,Barbecue restaurant
Nilesh Upadhyay,Awesome food and service by staff here.,5 stars,expensive,Barbecue restaurant
poonam shinge,"Amazing service, great food and ambience. Polite staff, nilesh patil was the best server took care of any customisation needed. Highly recommend",5 stars,expensive,Barbecue restaurant
Afsari Rumani,"Ambience & buffet menu is good.

Staff is very professional & they serve with real passion. (Kamlu, deepak, …",5 stars,expensive,Barbecue restaurant
Jerome,Nice food and a great setting. My 3rd time here and the non-vegetarian dishes have never disappointed me. My only complaint is against the staff responsible for taking reservations. …,4 stars,expensive,Barbecue restaurant
Chetan Chaudhari,"Great ambience, great food, nice themes. Perfect place for friends & family.",5 stars,expensive,Barbecue restaurant
Parth Shirode,Taste was not up to mark. Ambience is good. You have to book your table prior to visit. Staff is friendly and polite.  Deserts are tasty but main course needs much improvement.,3 stars,expensive,Barbecue restaurant
Nit's Chitale,Good experience and nice staff,5 stars,expensive,Barbecue restaurant
Sanjay Dakpade,"I had an awesome experience. Good quality food, average price, decent ambience and good customer service. Desserts are delicious. Only bit to improve is on main course. The place is next to Palm Beach rd. Which makes it very convenient.",4 stars,expensive,Barbecue restaurant
Ashwin George,Lovely place. Spacious. Good mocktails. Best starters. The staff is really helpful especially the cook. Sometimes we can get special orders from the cook and he is always ready to make it! Everyone should try it. Awesome kulfis. Try the variety. Mix-n-match!,4 stars,expensive,Barbecue restaurant
Ravi Pillai,Great place to have stomach full of food with wonderful taste.... The service is pretty awesome and the food can be altered with the level of spice and other aspects according to taste.... Staff are very courteous and caring.. Fill your …,5 stars,expensive,Barbecue restaurant
Rahul Patel,What an amazing experience. The service is excellent. Was there was my childhood buddies.,5 stars,expensive,Barbecue restaurant
Nitish Pai,Nothing to hate here. Great customer service. The staff is pretty well mannered. A wide varieties of choices are available with most of the things ranging from veg and non veg starters and desserts. Good ambience. All in all one can have a great experience here!,5 stars,expensive,Barbecue restaurant
Mayur Shiriskar,What to say about this food joint. Delicious vegetarian and non-vegetarian verity of food offered with unlimited self-serve buffet service. Food order served with unlimited vegetarian and non-vegetarian verity starters and to start enjoying …,5 stars,expensive,Barbecue restaurant
preethi mano,"Very nice ambience, kids friendly, staffs were all good
Started with the welcome juice
Then starters were awesome
We all loved it",5 stars,expensive,Barbecue restaurant
anurag swain,"Prawns,biriyani n dessert, ate like the world was coming to an end",5 stars,expensive,Barbecue restaurant
Ignatius Nayan D'Rozario,"A little smaller area compared to other outlets.
Very attentive and courteous service by the staff.
The made batches with less spice for us when we told them that everything has …",4 stars,expensive,Barbecue restaurant
Amit Kumar,"Barbeque nation never disappoints. Had a wonderful time, as always, last night. Kamlakar, our host,  left no stone unturned to ensure that we have a fabulous time while we were there. Will revisit again and again and again.",5 stars,expensive,Barbecue restaurant
Gunjan Kumar Singh,After hearing so much about this place..I finally got a chance to visit this place and it didn't disappoint..the food was amazing..I loved every starter they had that day...they didn't have too many options for main course..but I think it's …,4 stars,expensive,Barbecue restaurant
sarah shaikh,Bestest place for non veg starters. Even a simple daal rice was tasty. It is worth the price. My favourite food destination for sure,5 stars,expensive,Barbecue restaurant
vishal pratap singh,"After confirm booking they offered to sit in Non AC section. Informed that there are senior citizens and children with us, still they did not consider. Heartless management.",1 star,expensive,Barbecue restaurant
Sushilkumar Gade,"Nice ambience,
Child friendly,
Humble staff. …",5 stars,expensive,Barbecue restaurant
santosh dh,"Excellent first time experience at Nerul Barbeque Nation on my Birthday. Enjoyed food, sweets, desserts. Service was best from staff I.e kalu & shafique. Like to visit again & again.",5 stars,expensive,Barbecue restaurant
Shweta Maurya,"Mr.Ujjwal -our table attendant, was cordial and hospitable. He was quite observant and attentive to our needs and inspected the items post serving if we need any change in taste. I found him to be an active listener, and made our dining enjoyable.",4 stars,expensive,Barbecue restaurant
Yogesh Virkar,Wonderful taste & Great Hospitality,4 stars,expensive,Barbecue restaurant
Prashant,Too much crowded and noisy. They should start asking IDs for those fake birthday celebrations,3 stars,expensive,Barbecue restaurant
Shatab Ali,"Happy to get such nice Service.

Mr. Dipak was well Centric to me and my friends.",5 stars,expensive,Barbecue restaurant
25_XE_Archit Mhatre,Held a reunion with friends here. Amazing hospitality and delicious food. Complimentary drinks were like a cherry on top of a cake. Just a wonderful Experience.,5 stars,expensive,Barbecue restaurant
Ali Ebrahim,2 stars for the food which was good when we ate. Removed 3 Stars for the after effect the food had on the entire family. Its been 3 days we all who ate are down with serious food poisoning. Have spent more on hospital bills than the bill at restaurant. This time the experience was bad,2 stars,expensive,Barbecue restaurant
Chandrakala Swamireddy,"A very nice place to unlimited starters.Per person rate is fixed and children below certain age are charged less.  You have non-veg and veg starters all served hot.  Starters are too good, but the main course is not that good, but you have many things to eat and it is difficult to taste all of them.  Enjoyed it.",4 stars,expensive,Barbecue restaurant
Laeek Siddiqui,All in one place. one must visit with family or,5 stars,expensive,Barbecue restaurant
Armugharaj Nadar,"Sharing my personal experience with BBQ Nation Nerul best food, awesome customer service, very polite and highly supportive Managers and Staffs. From start to end they provided us good customer service. Unfortunately, we had lost something …",5 stars,expensive,Barbecue restaurant
Sanjana,"Love this place!
Amazing food. the buffet spread is just unbelievable.
I love how they have colour coded plates, green for veg and red for non-veg, so …",5 stars,expensive,Barbecue restaurant
Shruthi Honnaler Chandrappa,Good taste and nice ambience to dine in balcony but no live counter and many items are not there compared to other barbecue nation restaurants so not worth the cost,3 stars,expensive,Barbecue restaurant
DEV MISHRA,"Starter were over cooked, bitter in taste. Main course with only thick paste of spices but no taste. Sweet dish was just chaloo maal. Service poor. No bowl for soup for quite some time. Entry / exit welcome you with stink of urine like …",1 star,expensive,Barbecue restaurant
Nikhil Patil,"So,sorry to say but it was a worst experience and last visit to BBQ.

Just to have good moment.I visited to BBQ Nation with my family on 25 June 2021 …",1 star,expensive,Barbecue restaurant
satyam singh,"Online delivery options available like zomatoo, swiggy.amezing test.",5 stars,expensive,Barbecue restaurant
Asim Khan,The food is very good here and the highlight is the desserts. You must try the different flavors of kulfi with the ingredients of falooda. The starters are amazing as well. Good place to bring your whole family as everybody will have something or other to their liking.,4 stars,expensive,Barbecue restaurant
Deepak Jayaram,Went to celebrate my wife's birthday. Absolutely worth it. Staffs were really courteous. They made sure all your needs were met and that you have a wonderful time.,5 stars,expensive,Barbecue restaurant
Pratyaksh Chandra,"Order was placed at 7 for a house party, two hours later the food still didn't show up. Egg was laid, hatched, chicken graduated and cooked at home, but the food still didn't show up. Jokes aside, quite an embarassing situation. Would not recommend, staff was incredibly rude.",1 star,expensive,Barbecue restaurant
Shiv G,Have been to BBQ few times with office colleagues..Have had their veg as well as non veg buffet..Any birthday celebration & the whole BBQ team comes up with cake and sings and wishes for the person which is extremely sweet gesture...Good taste & Memorable time spent..,4 stars,expensive,Barbecue restaurant
Akshay More,"I went there with my girlfriend for our anniversary. I had only heard of Barbeque Nation before, but had never been there. Let me begin with the food, it was amazing. One of the best starters you'll ever have. The main course is as good as …",5 stars,expensive,Barbecue restaurant
Vikcy Sera Bravo,It's a popular joint for barbeque! Staff is friendly and options are plenty. Vegan and meat eaters can both enjoy their fill. It's on the first floor so can be an issue for differently abled and seniors. The restaurant though has a tired …,3 stars,expensive,Barbecue restaurant
Pranita Dhamale,We had lunch over here. This is one of the best experience. Awesome place to spend time with you friends and family.....and I would like to say that Nilesh is too good at his service.....overall experience is too good.... Must try crispy corn and all nonveg starters.........happy happy,5 stars,expensive,Barbecue restaurant
Akshay Limaye,"By far the best restaurent I've ever visited, be it food, ambience or the general staff behaviour. All these factors are only complimented by its tasty food menu comprising a plethora of vegetarian and non vegetarian dishes alike. The desserts provide the perfect ending to a sumptuous meal. Highly recommended.",5 stars,expensive,Barbecue restaurant
Adv. Abhishek Gokhale,The starter was good Non Veg especially the barbequed one the main course veg non veg both was not so tasty as compared to the price paid at the end the desert there were variety of option but only few we're tasty. Briyani was not so tasty …,2 stars,expensive,Barbecue restaurant
Sonia Lingatri,I had visited CBD Belapur Bbq limited menu in main course no chinese item (non veg) no welcome drink or complimentary drink i ordered but had paid charges. However in nerul BBq welcome and all complimentary drinks were available.Ambience …,4 stars,expensive,Barbecue restaurant
Road Trips are best,"Nice place to hangout, it's a heavan for foodies",5 stars,expensive,Barbecue restaurant
Seema Grewal,My whole family appreciates the variety in the menu. They can even change the spice level on the go. Deserts are delicious and abundant. So are the starters. Haven't been a fan of their main course most of the times.,5 stars,expensive,Barbecue restaurant
shaik anwar,Good place at reasonable cost for family gatherings. Food is unlimited and reservation is mandatory. All starters are good. Buffet is available right from soups to main course to deserts. Overall ambience is good. can be considered for birthday parties.,5 stars,expensive,Barbecue restaurant
Rahul Yaduwanshi,"Good place to dine with people.
Quality food with good ambiance; both veg and non-veg.
Also, you'll be celebrating too many birthdays here while dining.
If you want alcohol then only beer is available with other drinks.",4 stars,expensive,Barbecue restaurant
Praduman Singh,"Good food, full entertainment with group, must visit",4 stars,expensive,Barbecue restaurant
Sabiha. Sayyed.,"This was my first time at nerul bbq nation. I was there for celebrating my husband's birthday. The staff and the food, the desserts were excellent. I guess Deepak was assisting our table he definitely did a fab job. Will definitely visit here back with my whole family to experience the same hospitality and best of the foods again👍 …",5 stars,expensive,Barbecue restaurant
Sneha Gawade,Very nice place for Dinner with friends. Staff is friendly and helpful. Thanks to Vijay for Complementary Cake for our Anniversary celebration. Recommended for Birthday parties and good non veg food.,5 stars,expensive,Barbecue restaurant
Rajesh Torne,"Fabulous food ,awsum staff Nilesh patil is of the excellent person who strive to satisfy the customer ,All d the best nilesh thank you ,WIl be visiting again and again",5 stars,expensive,Barbecue restaurant
Renuka Patil,"It was amazing experience at BBQ Nerul...The staff right from reserving a table until checkout was very friendly and helpful..Great taste..Great food...Lalu the attendant over there gave a excellent service..Very cordial and helpful attitude of Mr.Lalu...5 stars for taste, service and Mr.Lalu",5 stars,expensive,Barbecue restaurant
Vaibhav Gaikwad,Most frequently visited place. The great part about it is the entrée and the desserts. Staff is very polite and attentive. …,4 stars,expensive,Barbecue restaurant
John Cardoza,"Situated clse to Palm Beach road, very good starters, both veg and non veg, grill on the table itself, main course was fabulous with cocktail. Had different varieties of cakes and fruit salad. In all we enjoyed our dinner …",5 stars,expensive,Barbecue restaurant
Suraj Gaykar,It was a great experience. I visited the BBQ first time ever and I really loved it!  The waiting staff is really cooperative. They are just one call away if you raise your hand. Service is nice. Good place to visit 😍💯😋 …,5 stars,expensive,Barbecue restaurant
Vijay Kumar,"Amazing staff the hospitality is commendable. I really had a great time with my family.
Food was good even the changes we asked were accomodated. Very soothing ambiance …",5 stars,expensive,Barbecue restaurant
Cyril Jos Kuriakose,Place is absolutely great..I can say that with personal experience. The staff members arevery helpful. The only downfall is the space is small compared to their restaurants in Mumbai..so the place might get cramped during weekends. Food quality is fantastic as always.,4 stars,expensive,Barbecue restaurant
Manohar Mukku,Open place given. Huge heat. Costly,3 stars,expensive,Barbecue restaurant
Aniruddha Sawant,"This is my review after I have visited this place the second time. Ok the first time I went there, this place felt awesome! Atmostphere was good. Food was great and the service was outstanding. The greeter kept coming to our table, and to …",3 stars,expensive,Barbecue restaurant
faizaan khan,Barbeque nation is very nice the food the ice creams even staff and atmosphere is tooo good i recommend that u can go here with ur family it's worth it👍 …,5 stars,expensive,Barbecue restaurant
Hatim Jamnagarwala,"Going to Barbeque Nation is always exciting, especially when you are celebrating some occasion. They give you a little complimentary cake wish tastes as good as it looks. And yeah unlimited food is always amazing. Also they have outdoor seating and pleasant music. Also they have coolers incase it gets hot in the summer.",5 stars,expensive,Barbecue restaurant
Lionel Young,"One of the best places to eat out in Nerul, Navi Mumbai. The food is excellent with a wide variety to choose from. Seating is spacious and decor is good. Service is prompt and efficient and at the same time friendly. Finally the tarif is very reasonable.",5 stars,expensive,Barbecue restaurant
Rahil Shaban,Absolutely great!! The food taste and quality is very good! You can have as much starter as you want and then you have to choose from a wide variety of dishes for the main course. I really enjoyed my lunch there!,5 stars,expensive,Barbecue restaurant
Arghya M Banerjee,"Excellent food quality as usual, but service is very slow and continuous enquiry of service personnel by asking whether to repeat really irritating. They should refill the barbecue untill customers put the flag down. Body language of the staffs should be more energetic. Otherwise ambiance is excellent.",4 stars,expensive,Barbecue restaurant
Samudra Nayak,Great place for a buffet. Has amazing starters but the main course could be better. The desserts don't have as many varieties as the phoenix mall branch.,4 stars,expensive,Barbecue restaurant
amit sashte,Excellent quality food 👌🏻👌🏻 truly worth every penny u spend .. full appetite ...& satiety .. 😀😀 starters & dessert too 😋😋😋 Very HIGHLY RECOMMENDED .. combination of Gr8 food with class ambience & lovely friendly staff ... 😃 …,5 stars,expensive,Barbecue restaurant
Vivek Panicker,Awesome place for food lovers.... Non Veg people would just enjoy the food over there.... Veg People have less options..... Best place for friend groups and family..... Good Quality & Tasty Food at affordable prices.... It has good ambiance and seating arrangements…. Visit and enjoy….       ,5 stars,expensive,Barbecue restaurant
Akash Singh,"They are hungry for big group, small group are not welcomed.(prior booking was done), however they were forcing to sit on the open space during afternoon, no courtesy, worst customer management. Not recommended",1 star,expensive,Barbecue restaurant
Sanket More,Place awesome  with good service.  Staff service  was awesome.  Special nilesh susmita and rafiq,5 stars,expensive,Barbecue restaurant
Payal Purviya,It was an amazing experience really enjoyed the buffet great service staff especially sushmita who was handling our table.,5 stars,expensive,Barbecue restaurant
Kapil Bhatia,BBQ is a great option if you are in a big group. No hassles of what to order & how much. Just sit down and let them bring you the meat or veggies & paneer. Food quality can be a little better. Service is good and they make some nice cocktails.,3 stars,expensive,Barbecue restaurant
Niranjan Pai,"Have been here quite a few times and just love this place. The food is excellent and felt it to be slightly better than the other branches. The service is also prompt. Advice everyone to book the table well in advance. Although the price may look steep for some, especially after 7.30pm, It's truly value for money.",5 stars,expensive,Barbecue restaurant
MT LEGEND,Very delicious foods they are treating like friendly and i like there good behavior and i love it✨✨,5 stars,expensive,Barbecue restaurant
Beyana Mathukutty,Bad experience at Nerul Barbeque Nation. Visited there with family and was asked by Mr. Chinmay if we have a reservation which we didn't and were informed that the seats are full. We could see empty tables and also some customers were …,1 star,expensive,Barbecue restaurant
Ash Sha,"I am here for take away, no response from the Manager (Mondal). Having difficulty in payment thru App, requested him for cas or card payment, denied, says payment is ur problem. Have told him, will not visit this place again and even tell freinds.",1 star,expensive,Barbecue restaurant
SUDHIR KALEKAR,"Book your table in advace on Sundays. Request for mild spicy starters, as the regular starters are very spicy.",4 stars,expensive,Barbecue restaurant
Ronen Digmi,"Very nice experience and tasty food. Meat, vegetables and fruits are put on the grill which is built in the table, it is served as an appetizer until you signal to stop using a flag on your table. Than you can take your main course from a …",5 stars,expensive,Barbecue restaurant
Rohit Kamble,"Grt experience 🤘

Following all government rules and regulations in Covide-19 situation and proper …",5 stars,expensive,Barbecue restaurant
Megha Jain,BBQ nation is a place for non vegetarians... Being a Vegetarian there are not much as an option for barbequed food. Starters were amazing.... But there was nothing good in main course. Desserts were also not very good. This had happened for …,3 stars,expensive,Barbecue restaurant
Nadeem Khan,Very good...very wide range...starters are so good that there is hardly space in stomach for main course... superb desserts...very hospitable staff...Chef goes around taking feedback from customers directly...keep 1-2 hours for your leisurely meal...no entry without advance booking.,5 stars,expensive,Barbecue restaurant
Syed Shaheen,"It was my 1st visit to BBQ Nation with family.

We wanted to celebrate birthday of twins and BBQ Nation turned out to be the …",5 stars,expensive,Barbecue restaurant
Hozefa Topiwala,Wow food and very good food and staff. Only problem i found with this place was the Ac was not functioning well and we were feeling a little hot.  All the dishes and barbeque they served were awesome.  We loved the complementary cake that was given at the end for celebrating a birthday.,4 stars,expensive,Barbecue restaurant
sameer lendy,Variety of choices in veg n non veg. With full course meals and desserts..,4 stars,expensive,Barbecue restaurant
Gajanan Patil,"Visited on 28th June. Very nice place with good and tastyyyyy food. Will surely recommend my relatives n friends.
When you enjoy good food with good service then your visit will be a memorable …",5 stars,expensive,Barbecue restaurant
Atul Rane,Awsome tatse and Good service,5 stars,expensive,Barbecue restaurant
Arudra Sahib,"The name totaly fits in, it is the real hub for barbeque. The quality of food served is just awesome this place won't let you leave easily and tell your stomach is full to the brim. The variety of food available here is quite an amount so …",5 stars,expensive,Barbecue restaurant
Vijay Hegde,"Denied me (someone starving for 20 hours) meal today on the pretext of ""social distancing norms"". …",1 star,expensive,Barbecue restaurant
Gaurav Naik,"The vibe of the place is great with the waiters really courteous and polite. The only con with this place is the main course dishes are a bit mediocre but I don't think anyone actually goes to barbecue nation to eat that. The starters and desserts are amazing, Worth a try.",4 stars,expensive,Barbecue restaurant
Manoj Singh,"Lovely place for non-veg eaters...nice and friendly staff! Staff makes u feel special if you are visiting bbq on your special occasions like bday, anniversary etc...Nerul BBQ will make your experience journey wonderful.  Food is the best, …",5 stars,expensive,Barbecue restaurant
Swastik Biswas,If u want to feel Hospitality like your Home  Then must visit this place.There's Service stuff And Food both are very good.,5 stars,expensive,Barbecue restaurant
Prasad Kuchekar,"Best service & food
I like it💟 !! …",5 stars,expensive,Barbecue restaurant
Simran Gil,Staff is really servile. Starters are same old. Main course has not much variety but has good taste. Music is very bad with those nonsensical bolly songs played on very high volume disturbing the ambience. Was a lovely place once but now is fading away slowly.,2 stars,expensive,Barbecue restaurant
Vaikunth Raul,"Food is fantastic. We were 7 mix of veg and non veg. While veg has limited choice, non veg is worth, good choice to dine with family and friends. On birthday they do celebrate with their cake. Good experience",5 stars,expensive,Barbecue restaurant
Shekhar Korde,"Barbeque Nation is a treat. I have visited in different cities (India ofcourse!) and must say that they have maintained ambiance, food quality and cleanliness everywhere and same standard allover! …",5 stars,expensive,Barbecue restaurant
Swapnil Vichare,"Very Nice place to have food when you are hungry. I had both veg and non veg items.
Starters are barbeques and you can have as you wanted. Main course will be …",4 stars,expensive,Barbecue restaurant
Bhavesh Shinde,"Great food and hospitality.
Need some change in the menu now",3 stars,expensive,Barbecue restaurant
Dipak Patil,"Awesome food , best service!! One of the best restaurant in Navi Mumbai!! Go for it!!",5 stars,expensive,Barbecue restaurant
Hari Reddy,"The food could be good at any other bbq spot, but the service here was amazing. Sudeep waited my table and the manager rajnish were both exceptional in their efforts to make sure my fiance and I had an awesome time.",5 stars,expensive,Barbecue restaurant
Vishal N Bhatia,"I have eaten in BBQN in almost all the places where they have outlay. Food is same since they first launched in early 2000... same taste, variety and menu. Basically  no great change in food even if they run different food festival. This …",3 stars,expensive,Barbecue restaurant
Girish Rao,excellent food taste and welltrained staff- presentation  is good  - taste is good,4 stars,expensive,Barbecue restaurant
Naveen babu,Dishes overloaded... Different experience.... Best place to have baff.... Must try it,5 stars,expensive,Barbecue restaurant
Najuka Mohite,"Price do matters,cause the quantity and quality they serve are unexceptional .was great always... professional staff and chef which are eagerly waited to  get feedback from customer. …",5 stars,expensive,Barbecue restaurant
Indranil Mukherjee,"Amazing hospitality, and indeed one of the best value for money and time for foodies. The kebabs were indeed fresh and juicy and cooked exactly to the extent to maintain the aroma of the dish.",4 stars,expensive,Barbecue restaurant
harshal suvarna,"Excellent experience always....the staff Captain Aaqib Ali, Shabaz are so very attentive and amazing...awesome service and best food with yummy taste...ready to serve starters (chicken Chilli,  fried mushrooms) other than menu from Cheff Pankaj. Thanks to the complete nerul branch staff for excellent service. Keep it up😍 …",5 stars,expensive,Barbecue restaurant
Richa Gupta,"It was great experience.. food was awesome and most importantly the guy Veer Rajput who was serving us was so nice , quick at service and polite and other staff was also good .. we enjoyed being there..",5 stars,expensive,Barbecue restaurant
Praveen Pottapati,"Very nice place. Good ambience. Starters are  very nice, main course is below average, Desserts are again superb. Crunchy potato and spicy corn is my favourite.",4 stars,expensive,Barbecue restaurant
Sai,This is the first time i visited BBQ Nation in Mumbai. Experience is not at all good. Not even a single starter is good. Deserts are good. Have visited BBQ Nation many times in Hyderabad and Bangalore...all of them are very good but this one is not upto the mark.,2 stars,expensive,Barbecue restaurant
sumit bhattacharya,Excellent 😊 well behaved staff. Chef Sourav was very cordial and warm while taking feedback of the food. Maintaining the protocols of sanitizing properly. …,5 stars,expensive,Barbecue restaurant
Babita Das,Awesome food...meat lovers delight,4 stars,expensive,Barbecue restaurant
amit gupta,"Starters were awesome, specially bhutta and mushrooms. The aura of this place makes you feel to have only barbeques. But other items are also good, lachcha parantha with Falari kofta was worth eating. And then their was a good range of deserts also. Overall this is a good place for foodies",4 stars,expensive,Barbecue restaurant
Vikas Joseph,"Barbeque Nation , Nerul is a friendly place to be in. The food spread is good and the staff is friendly. The chef listens to  your word. The food taste good and the quantity is sufficient to fill your stomach. Serve snacks in live grill at your table.Costs about Rd 1000 for one but it's value for money place.",4 stars,expensive,Barbecue restaurant
Suraj Chavan,Everything was nice but we faced very big issue at the billng time. We were 4 people's in afternoon for lunch. We reserved table through call and order 1 bucket(4 beers) of beer cost rs799. At the time of billing they included 4bucket of …,1 star,expensive,Barbecue restaurant
Muffadal Kapadia,Very nice place to sit with ur friends and have lavish dinner!!!,5 stars,expensive,Barbecue restaurant
Vikrant Mehta,"Good food and great service! Very caring management about the experience we have! Finding parking can get a bit difficult, location is already a landmark. Chicken dishes and basa is good",4 stars,expensive,Barbecue restaurant
Athena Aesthetics,Very nice service from everyone,5 stars,expensive,Barbecue restaurant
Dayle,"The concept is surely unique and the ability to have hot food off the grill works for me.
The service is prompt and the staff keeps refilling your grill promptly with …",4 stars,expensive,Barbecue restaurant
Fazila Kazi,"Love the service and how the manager makes sure we love everything!
If our the staff has happy faces and were checking our comfort again and again even offered to re cook our dishes if we found something too spicy or bland!",5 stars,expensive,Barbecue restaurant
Tushar Karmalkar,"Nice food and experience for who are visiting 1st time or may be not frequently. Frankly for frequent visitor, nothing new now. Same taste , almost same dishes and nothing tempting. Used to visit a lot earlier but now avoiding. No question on food quality but surely lacking to attract regular customer",5 stars,expensive,Barbecue restaurant
Pooja Verma,"We were hosted by Ali.... He is one of the best host out there, looks after every query. We asked them to modify our starter with more spi ces. Overall 5 star for the service and food. Must try spicy leg piec e",5 stars,expensive,Barbecue restaurant
paurnima Bhangale,"Nice place to celebrate birthdays, anniversary , etc",5 stars,expensive,Barbecue restaurant
Divit Jain,One of the best place i have ever visited. All the services and taste of the food was first class,5 stars,expensive,Barbecue restaurant
Abhinav,The food is great. The staff is excellent. The rates are nice. The ambience is clean. Overall a perfect place. Only minor nitpicks are loud music and the main course not being as great as starters.,5 stars,expensive,Barbecue restaurant
Sameer Pawar,"i have tried many outlets of bbq nation..
but this nerul franchise was worst..
all starters were bad in taste. prawns, chicken wings, and others was not good.. …",1 star,expensive,Barbecue restaurant
ranganathan iyer,"It was first experience visiting Barbeque nation & was great one
Had Veg starters, main courses, complimentary juices we got it
Ambience was great …",4 stars,expensive,Barbecue restaurant
Kabir Menon,Had same dishes which they had the very first time when they opend the chain.I think it's time for them to change the menu so that people will be happy with some diff flavours,1 star,expensive,Barbecue restaurant
HrushiKesh Reddy,Great place to try for Barbeques. They have open top outdoor serving and indoor. Outdoor is good in winter with cool breeze. One should go with booking on weekend else they may return back even if it is two people. Else need to wait for an hour. People spend atleast 60minutes for a dinner or lunch. So book before you go here.,4 stars,expensive,Barbecue restaurant
Sum Jo,Great place... Nerul.one! Not Belapur! It's fast and the waiters are more than happy to be at service!! Maybe desserts could have some changes every now and then.. else it's a great place to go with family and sit and eat and be merry!!,5 stars,expensive,Barbecue restaurant
Shweta G,I had visited last year. Very delicious bbq chicken and kebab I ever had. Place is located on main road. Service was really good. From starter to dessert variety of items available in buffet.,4 stars,expensive,Barbecue restaurant
Sritam Das,"The best unlimited buffet in Bombay.
Weekdays are super budget friendly.
From Live Barbecuing to Desserts to Bar, everything is available here.
Average price per person is between 700-1000 depending on weekdays or weekends.",4 stars,expensive,Barbecue restaurant
nitin khutwad,Food and service very good .,5 stars,expensive,Barbecue restaurant
seema Nair,Sitting in the Nerul barbecue nation …. Awesome food  awesome service 👏👏👏👏👏kudos to the chef 👍Sushmita Vikram Deepak Shubham thank u so much !! Will visit again and again 🙏🙏🙏🙏🙏 …,5 stars,expensive,Barbecue restaurant
Smita Sharma,Though they haven't changed the menu. The food menu on buffets are loved by all. Plus the kind of service and personal interest the staff takes in comforting and satisfying you with all kind of variation you need in your food is commendable.,4 stars,expensive,Barbecue restaurant
Mayank Samar,"Best party destination to enjoy with a group of Friends🤩😍
Basically they offer great hospitality and staff is very courteous🤩💯
Also they have great variety in starters and desserts (my favourite though😅) …",5 stars,expensive,Barbecue restaurant
shreyas chavan,Well maintain...with better sevice,4 stars,expensive,Barbecue restaurant
ROHIT KUMAR,"Very good , Amazing & Delicious food",5 stars,expensive,Barbecue restaurant
Tanveer Ahmed,"With family and i must say its always a pleasure to visit barbeque nation, be it any of their branch. The hospitality and ambience is their standard trademark which they never fail to deliver. Many barbeques have developed on these lines …",5 stars,expensive,Barbecue restaurant
Anil Gupta,Good place. All types of starters they served very fast. Then your hunger will finished. You can enjoy birthday of your loving ones.,5 stars,expensive,Barbecue restaurant
